sampleID,Carbon,Concentration,Rep,Treatment,Day
t400eP10,Tryptone,400 uM-C,E,PRI,10
t40aP10,Tryptone,40 uM-C,A,PRI,10
t40bP10,Tryptone,40 uM-C,B,PRI,10
t40cP10,Tryptone,40 uM-C,C,PRI,10
t40dP10,Tryptone,40 uM-C,D,PRI,10
t40eP10,Tryptone,40 uM-C,E,PRI,10
t4aP10,Tryptone,4 uM-C,A,PRI,10
t4bP10,Tryptone,4 uM-C,B,PRI,10
t4cP10,Tryptone,4 uM-C,C,PRI,10
t4dP10,Tryptone,4 uM-C,D,PRI,10
t4eP10,Tryptone,4 uM-C,E,PRI,10
t1aP10,Tryptone,1 uM-C,A,PRI,10
t1bP10,Tryptone,1 uM-C,B,PRI,10
t1cP10,Tryptone,1 uM-C,C,PRI,10
t1eP10,Tryptone,1 uM-C,E,PRI,10
t400aL14,Tryptone,400 uM-C,A,LOM,14
t400bL14,Tryptone,400 uM-C,B,LOM,14
t400cL14,Tryptone,400 uM-C,C,LOM,14
t400dL14,Tryptone,400 uM-C,D,LOM,14
t400eL14,Tryptone,400 uM-C,E,LOM,14
t40aL14,Tryptone,40 uM-C,A,LOM,14
t40bL14,Tryptone,40 uM-C,B,LOM,14
t40cL14,Tryptone,40 uM-C,C,LOM,14
t40dL14,Tryptone,40 uM-C,D,LOM,14
t40eL14,Tryptone,40 uM-C,E,LOM,14
t4aL14,Tryptone,4 uM-C,A,LOM,14
t4bL14,Tryptone,4 uM-C,B,LOM,14
t4dL14,Tryptone,4 uM-C,D,LOM,14
t4eL14,Tryptone,4 uM-C,E,LOM,14
t1aL14,Tryptone,1 uM-C,A,LOM,14
t1bL14,Tryptone,1 uM-C,B,LOM,14
t1cL14,Tryptone,1 uM-C,C,LOM,14
t1dL14,Tryptone,1 uM-C,D,LOM,14
t1eL14,Tryptone,1 uM-C,E,LOM,14
t400aP14,Tryptone,400 uM-C,A,PRI,14
t400bP14,Tryptone,400 uM-C,B,PRI,14
t400cP14,Tryptone,400 uM-C,C,PRI,14
t400dP14,Tryptone,400 uM-C,D,PRI,14
t400eP14,Tryptone,400 uM-C,E,PRI,14
t40aP14,Tryptone,40 uM-C,A,PRI,14
t40bP14,Tryptone,40 uM-C,B,PRI,14
t40cP14,Tryptone,40 uM-C,C,PRI,14
t40dP14,Tryptone,40 uM-C,D,PRI,14
t40eP14,Tryptone,40 uM-C,E,PRI,14
t4aP14,Tryptone,4 uM-C,A,PRI,14
t4bP14,Tryptone,4 uM-C,B,PRI,14
t4cP14,Tryptone,4 uM-C,C,PRI,14
t4dP14,Tryptone,4 uM-C,D,PRI,14
t4eP14,Tryptone,4 uM-C,E,PRI,14
t1aP14,Tryptone,1 uM-C,A,PRI,14
t1bP14,Tryptone,1 uM-C,B,PRI,14
t1cP14,Tryptone,1 uM-C,C,PRI,14
t1dP14,Tryptone,1 uM-C,D,PRI,14
t1eP14,Tryptone,1 uM-C,E,PRI,14
cn1aN0,Control,1 uM-C,A,2 mM-C NOM,0
cn1bN0,Control,1 uM-C,B,2 mM-C NOM,0
cn1cN0,Control,1 uM-C,C,2 mM-C NOM,0
cn1dN0,Control,1 uM-C,D,2 mM-C NOM,0
cn1eN0,Control,1 uM-C,E,2 mM-C NOM,0
cn1aA0,Control,1 uM-C,A,ABM,0
cn1bA0,Control,1 uM-C,B,ABM,0
cn1cA0,Control,1 uM-C,C,ABM,0
cn1dA0,Control,1 uM-C,D,ABM,0
cn1eA0,Control,1 uM-C,E,ABM,0
cn4aN0,Control,4 uM-C,A,2 mM-C NOM,0
cn4bN0,Control,4 uM-C,B,2 mM-C NOM,0
cn4cN0,Control,4 uM-C,C,2 mM-C NOM,0
cn4dN0,Control,4 uM-C,D,2 mM-C NOM,0
cn4bA0,Control,4 uM-C,B,ABM,0
cn4cA0,Control,4 uM-C,C,ABM,0
cn4dA0,Control,4 uM-C,D,ABM,0
cn4eA0,Control,4 uM-C,E,ABM,0
cn1aN1,Control,1 uM-C,A,2 mM-C NOM,1
cn1bN1,Control,1 uM-C,B,2 mM-C NOM,1
cn1cN1,Control,1 uM-C,C,2 mM-C NOM,1
cn1dN1,Control,1 uM-C,D,2 mM-C NOM,1
cn1eN1,Control,1 uM-C,E,2 mM-C NOM,1
cn1aA1,Control,1 uM-C,A,ABM,1
cn1bA1,Control,1 uM-C,B,ABM,1
cn1cA1,Control,1 uM-C,C,ABM,1
cn1dA1,Control,1 uM-C,D,ABM,1
cn1eA1,Control,1 uM-C,E,ABM,1
cn4aN1,Control,4 uM-C,A,2 mM-C NOM,1
cn4bN1,Control,4 uM-C,B,2 mM-C NOM,1
cn4cN1,Control,4 uM-C,C,2 mM-C NOM,1
cn4dN1,Control,4 uM-C,D,2 mM-C NOM,1
cn4eN1,Control,4 uM-C,E,2 mM-C NOM,1
cn4aA1,Control,4 uM-C,A,ABM,1
cn4bA1,Control,4 uM-C,B,ABM,1
cn4cA1,Control,4 uM-C,C,ABM,1
cn4dA1,Control,4 uM-C,D,ABM,1
cn4eA1,Control,4 uM-C,E,ABM,1
cn1aN2,Control,1 uM-C,A,2 mM-C NOM,2
cn1bN2,Control,1 uM-C,B,2 mM-C NOM,2
cn1cN2,Control,1 uM-C,C,2 mM-C NOM,2
cn1dN2,Control,1 uM-C,D,2 mM-C NOM,2
cn1eN2,Control,1 uM-C,E,2 mM-C NOM,2
cn1aA2,Control,1 uM-C,A,ABM,2
cn1bA2,Control,1 uM-C,B,ABM,2
cn1cA2,Control,1 uM-C,C,ABM,2
cn1dA2,Control,1 uM-C,D,ABM,2
cn1eA2,Control,1 uM-C,E,ABM,2
cn4aN2,Control,4 uM-C,A,2 mM-C NOM,2
cn4bN2,Control,4 uM-C,B,2 mM-C NOM,2
cn4cN2,Control,4 uM-C,C,2 mM-C NOM,2
cn4aA2,Control,4 uM-C,A,ABM,2
cn4bA2,Control,4 uM-C,B,ABM,2
cn4cA2,Control,4 uM-C,C,ABM,2
cn4dA2,Control,4 uM-C,D,ABM,2
cn1aN4,Control,1 uM-C,A,2 mM-C NOM,4
cn1bN4,Control,1 uM-C,B,2 mM-C NOM,4
cn1cN4,Control,1 uM-C,C,2 mM-C NOM,4
cn1dN4,Control,1 uM-C,D,2 mM-C NOM,4
cn1eN4,Control,1 uM-C,E,2 mM-C NOM,4
cn1aA4,Control,1 uM-C,A,ABM,4
cn1bA4,Control,1 uM-C,B,ABM,4
cn1cA4,Control,1 uM-C,C,ABM,4
cn1dA4,Control,1 uM-C,D,ABM,4
cn1eA4,Control,1 uM-C,E,ABM,4
cn4aN4,Control,4 uM-C,A,2 mM-C NOM,4
cn4bN4,Control,4 uM-C,B,2 mM-C NOM,4
cn4cN4,Control,4 uM-C,C,2 mM-C NOM,4
cn4dN4,Control,4 uM-C,D,2 mM-C NOM,4
cn4eN4,Control,4 uM-C,E,2 mM-C NOM,4
cn4aA4,Control,4 uM-C,A,ABM,4
cn4bA4,Control,4 uM-C,B,ABM,4
cn4cA4,Control,4 uM-C,C,ABM,4
cn4dA4,Control,4 uM-C,D,ABM,4
cn4eA4,Control,4 uM-C,E,ABM,4
cn1aN7,Control,1 uM-C,A,2 mM-C NOM,7
cn1bN7,Control,1 uM-C,B,2 mM-C NOM,7
cn1cN7,Control,1 uM-C,C,2 mM-C NOM,7
cn1dN7,Control,1 uM-C,D,2 mM-C NOM,7
cn1eN7,Control,1 uM-C,E,2 mM-C NOM,7
cn1aA7,Control,1 uM-C,A,ABM,7
cn1bA7,Control,1 uM-C,B,ABM,7
cn1cA7,Control,1 uM-C,C,ABM,7
cn1dA7,Control,1 uM-C,D,ABM,7
cn1eA7,Control,1 uM-C,E,ABM,7
cn4aN7,Control,4 uM-C,A,2 mM-C NOM,7
cn4bN7,Control,4 uM-C,B,2 mM-C NOM,7
cn4cN7,Control,4 uM-C,C,2 mM-C NOM,7
cn4dN7,Control,4 uM-C,D,2 mM-C NOM,7
cn4eN7,Control,4 uM-C,E,2 mM-C NOM,7
cn4aA7,Control,4 uM-C,A,ABM,7
cn4bA7,Control,4 uM-C,B,ABM,7
cn4cA7,Control,4 uM-C,C,ABM,7
cn4eA7,Control,4 uM-C,E,ABM,7
cn1aN10,Control,1 uM-C,A,2 mM-C NOM,10
cn1bN10,Control,1 uM-C,B,2 mM-C NOM,10
cn1cN10,Control,1 uM-C,C,2 mM-C NOM,10
cn1dN10,Control,1 uM-C,D,2 mM-C NOM,10
cn1eN10,Control,1 uM-C,E,2 mM-C NOM,10
cn1aA10,Control,1 uM-C,A,ABM,10
cn1bA10,Control,1 uM-C,B,ABM,10
cn1cA10,Control,1 uM-C,C,ABM,10
cn1dA10,Control,1 uM-C,D,ABM,10
cn1eA10,Control,1 uM-C,E,ABM,10
cn4aN10,Control,4 uM-C,A,2 mM-C NOM,10
cn4bN10,Control,4 uM-C,B,2 mM-C NOM,10
cn4cN10,Control,4 uM-C,C,2 mM-C NOM,10
cn4dN10,Control,4 uM-C,D,2 mM-C NOM,10
cn4eN10,Control,4 uM-C,E,2 mM-C NOM,10
cn4aA10,Control,4 uM-C,A,ABM,10
cn4bA10,Control,4 uM-C,B,ABM,10
cn4cA10,Control,4 uM-C,C,ABM,10
cn4dA10,Control,4 uM-C,D,ABM,10
cn4eA10,Control,4 uM-C,E,ABM,10
cn1aN14,Control,1 uM-C,A,2 mM-C NOM,14
cn1bN14,Control,1 uM-C,B,2 mM-C NOM,14
cn1cN14,Control,1 uM-C,C,2 mM-C NOM,14
cn1dN14,Control,1 uM-C,D,2 mM-C NOM,14
cn1eN14,Control,1 uM-C,E,2 mM-C NOM,14
cn1aA14,Control,1 uM-C,A,ABM,14
cn1bA14,Control,1 uM-C,B,ABM,14
cn1dA14,Control,1 uM-C,D,ABM,14
cn1eA14,Control,1 uM-C,E,ABM,14
cn4aN14,Control,4 uM-C,A,2 mM-C NOM,14
cn4bN14,Control,4 uM-C,B,2 mM-C NOM,14
cn4cN14,Control,4 uM-C,C,2 mM-C NOM,14
cn4eN14,Control,4 uM-C,E,2 mM-C NOM,14
cn4aA14,Control,4 uM-C,A,ABM,14
cn4bA14,Control,4 uM-C,B,ABM,14
cn4cA14,Control,4 uM-C,C,ABM,14
cn4dA14,Control,4 uM-C,D,ABM,14
cn4eA14,Control,4 uM-C,E,ABM,14
