Int,Treatment,Carbon,Concentration,Rep,Strain,CO2Accum,Expt
45,LOM,Coumarate,400 uM-C,C,E-37,627.879,1
45,composite,Coumarate,400 uM-C,A,E-37,1271.051,1
45,composite,Coumarate,400 uM-C,B,E-37,1329.613,1
45,composite,Coumarate,400 uM-C,C,E-37,750.737,1
45,PRI,Coumarate,400 uM-C,A,E-37,2398.376,1
45,PRI,Coumarate,400 uM-C,B,E-37,2055.569,1
45,PRI,Coumarate,400 uM-C,C,E-37,2572.682,1
46,ABM,Control_high,0 uM-C,A,E-37,172.654,1
46,ABM,Control_high,0 uM-C,B,E-37,-8.849,1
46,ABM,Control_high,0 uM-C,C,E-37,131.075,1
46,NOM,Control_high,0 uM-C,A,E-37,389.46,1
46,NOM,Control_high,0 uM-C,B,E-37,359.13,1
46,NOM,Control_high,0 uM-C,C,E-37,121.332,1
46,LOM,Acetate,400 uM-C,A,E-37,265.51,1
46,LOM,Acetate,400 uM-C,B,E-37,387.97,1
46,LOM,Acetate,400 uM-C,C,E-37,378.019,1
46,composite,Acetate,400 uM-C,A,E-37,654.97,1
46,composite,Acetate,400 uM-C,B,E-37,747.1,1
46,composite,Acetate,400 uM-C,C,E-37,499.351,1
46,PRI,Acetate,400 uM-C,A,E-37,2970.558,1
46,PRI,Acetate,400 uM-C,B,E-37,3035.846,1
46,PRI,Acetate,400 uM-C,C,E-37,3038.503,1
46,LOM,Casamino Acids,400 uM-C,A,E-37,104.624,1
46,LOM,Casamino Acids,400 uM-C,B,E-37,302.936,1
46,LOM,Casamino Acids,400 uM-C,C,E-37,116.687,1
46,composite,Casamino Acids,400 uM-C,A,E-37,494.084,1
46,composite,Casamino Acids,400 uM-C,B,E-37,662.066,1
46,composite,Casamino Acids,400 uM-C,C,E-37,238.019,1
46,PRI,Casamino Acids,400 uM-C,A,E-37,2165.283,1
46,PRI,Casamino Acids,400 uM-C,B,E-37,2187.778,1
46,PRI,Casamino Acids,400 uM-C,C,E-37,2244.47,1
46,LOM,Coumarate,400 uM-C,A,E-37,900.279,1
46,LOM,Coumarate,400 uM-C,B,E-37,987.338,1
46,LOM,Coumarate,400 uM-C,C,E-37,621.035,1
46,composite,Coumarate,400 uM-C,A,E-37,1289.739,1
46,composite,Coumarate,400 uM-C,B,E-37,1346.468,1
46,composite,Coumarate,400 uM-C,C,E-37,742.367,1
46,PRI,Coumarate,400 uM-C,A,E-37,2444.257,1
46,PRI,Coumarate,400 uM-C,B,E-37,2046.212,1
46,PRI,Coumarate,400 uM-C,C,E-37,2623.479,1
47,ABM,Control_high,0 uM-C,A,E-37,180.881,1
47,ABM,Control_high,0 uM-C,B,E-37,-7.786,1
47,ABM,Control_high,0 uM-C,C,E-37,136.272,1
47,NOM,Control_high,0 uM-C,A,E-37,394.816,1
47,NOM,Control_high,0 uM-C,B,E-37,358.465,1
47,NOM,Control_high,0 uM-C,C,E-37,121.337,1
47,LOM,Acetate,400 uM-C,A,E-37,265.303,1
47,LOM,Acetate,400 uM-C,B,E-37,396.861,1
47,LOM,Acetate,400 uM-C,C,E-37,387.165,1
47,composite,Acetate,400 uM-C,A,E-37,660.119,1
47,composite,Acetate,400 uM-C,B,E-37,755.326,1
47,composite,Acetate,400 uM-C,C,E-37,508.502,1
47,PRI,Acetate,400 uM-C,A,E-37,3024.471,1
47,PRI,Acetate,400 uM-C,B,E-37,3089.71,1
47,PRI,Acetate,400 uM-C,C,E-37,3101.397,1
47,LOM,Casamino Acids,400 uM-C,A,E-37,105.629,1
47,LOM,Casamino Acids,400 uM-C,B,E-37,307.232,1
47,LOM,Casamino Acids,400 uM-C,C,E-37,119.479,1
47,composite,Casamino Acids,400 uM-C,A,E-37,500.445,1
47,composite,Casamino Acids,400 uM-C,B,E-37,665.697,1
47,composite,Casamino Acids,400 uM-C,C,E-37,240.816,1
47,PRI,Casamino Acids,400 uM-C,A,E-37,2201.218,1
47,PRI,Casamino Acids,400 uM-C,B,E-37,2226.01,1
47,PRI,Casamino Acids,400 uM-C,C,E-37,2283.364,1
47,LOM,Coumarate,400 uM-C,A,E-37,918.568,1
47,LOM,Coumarate,400 uM-C,B,E-37,1007.269,1
47,LOM,Coumarate,400 uM-C,C,E-37,612.733,1
47,composite,Coumarate,400 uM-C,A,E-37,1313.384,1
47,composite,Coumarate,400 uM-C,B,E-37,1365.734,1
47,composite,Coumarate,400 uM-C,C,E-37,734.07,1
47,PRI,Coumarate,400 uM-C,A,E-37,2491.89,1
47,PRI,Coumarate,400 uM-C,B,E-37,2046.051,1
47,PRI,Coumarate,400 uM-C,C,E-37,2674.503,1
48,ABM,Control_high,0 uM-C,A,E-37,189.47,1
48,ABM,Control_high,0 uM-C,B,E-37,-4.875,1
48,ABM,Control_high,0 uM-C,C,E-37,139.895,1
48,NOM,Control_high,0 uM-C,A,E-37,400.8,1
48,NOM,Control_high,0 uM-C,B,E-37,356.911,1
48,NOM,Control_high,0 uM-C,C,E-37,120.6,1
48,LOM,Acetate,400 uM-C,A,E-37,264.784,1
48,LOM,Acetate,400 uM-C,B,E-37,406.779,1
48,LOM,Acetate,400 uM-C,C,E-37,395.995,1
48,composite,Acetate,400 uM-C,A,E-37,665.584,1
48,composite,Acetate,400 uM-C,B,E-37,763.69,1
48,composite,Acetate,400 uM-C,C,E-37,516.595,1
48,PRI,Acetate,400 uM-C,A,E-37,3078.207,1
48,PRI,Acetate,400 uM-C,B,E-37,3143.57,1
48,PRI,Acetate,400 uM-C,C,E-37,3156.58,1
48,LOM,Casamino Acids,400 uM-C,A,E-37,111.014,1
48,LOM,Casamino Acids,400 uM-C,B,E-37,310.551,1
48,LOM,Casamino Acids,400 uM-C,C,E-37,123.408,1
48,composite,Casamino Acids,400 uM-C,A,E-37,511.814,1
48,composite,Casamino Acids,400 uM-C,B,E-37,667.462,1
48,composite,Casamino Acids,400 uM-C,C,E-37,244.008,1
48,PRI,Casamino Acids,400 uM-C,A,E-37,2236.849,1
48,PRI,Casamino Acids,400 uM-C,B,E-37,2263.579,1
48,PRI,Casamino Acids,400 uM-C,C,E-37,2322.381,1
48,LOM,Coumarate,400 uM-C,A,E-37,935.858,1
48,LOM,Coumarate,400 uM-C,B,E-37,1028.56,1
48,LOM,Coumarate,400 uM-C,C,E-37,603.304,1
48,composite,Coumarate,400 uM-C,A,E-37,1336.658,1
48,composite,Coumarate,400 uM-C,B,E-37,1385.471,1
48,composite,Coumarate,400 uM-C,C,E-37,723.904,1
48,PRI,Coumarate,400 uM-C,A,E-37,2559.227,1
48,PRI,Coumarate,400 uM-C,B,E-37,2037.341,1
48,PRI,Coumarate,400 uM-C,C,E-37,2728.847,1
49,ABM,Control_high,0 uM-C,A,E-37,198.619,1
49,ABM,Control_high,0 uM-C,B,E-37,-1.104,1
49,ABM,Control_high,0 uM-C,C,E-37,142.117,1
49,NOM,Control_high,0 uM-C,A,E-37,409.549,1
49,NOM,Control_high,0 uM-C,B,E-37,354.169,1
49,NOM,Control_high,0 uM-C,C,E-37,118.662,1
49,LOM,Acetate,400 uM-C,A,E-37,263.662,1
49,LOM,Acetate,400 uM-C,B,E-37,416.736,1
49,LOM,Acetate,400 uM-C,C,E-37,404.197,1
49,composite,Acetate,400 uM-C,A,E-37,673.211,1
49,composite,Acetate,400 uM-C,B,E-37,770.905,1
49,composite,Acetate,400 uM-C,C,E-37,522.859,1
49,PRI,Acetate,400 uM-C,A,E-37,3131.253,1
49,PRI,Acetate,400 uM-C,B,E-37,3195.844,1
49,PRI,Acetate,400 uM-C,C,E-37,3208.091,1
49,LOM,Casamino Acids,400 uM-C,A,E-37,114.191,1
49,LOM,Casamino Acids,400 uM-C,B,E-37,315.494,1
49,LOM,Casamino Acids,400 uM-C,C,E-37,125.443,1
49,composite,Casamino Acids,400 uM-C,A,E-37,523.74,1
49,composite,Casamino Acids,400 uM-C,B,E-37,669.663,1
49,composite,Casamino Acids,400 uM-C,C,E-37,244.105,1
49,PRI,Casamino Acids,400 uM-C,A,E-37,2272.462,1
49,PRI,Casamino Acids,400 uM-C,B,E-37,2300.85,1
49,PRI,Casamino Acids,400 uM-C,C,E-37,2363.597,1
49,LOM,Coumarate,400 uM-C,A,E-37,951.868,1
49,LOM,Coumarate,400 uM-C,B,E-37,1047.076,1
49,LOM,Coumarate,400 uM-C,C,E-37,596.275,1
49,composite,Coumarate,400 uM-C,A,E-37,1361.417,1
49,composite,Coumarate,400 uM-C,B,E-37,1401.245,1
49,composite,Coumarate,400 uM-C,C,E-37,714.937,1
49,PRI,Coumarate,400 uM-C,A,E-37,2606.87,1
49,PRI,Coumarate,400 uM-C,B,E-37,2028.207,1
49,PRI,Coumarate,400 uM-C,C,E-37,2780.484,1
50,ABM,Control_high,0 uM-C,A,E-37,208.237,1
50,ABM,Control_high,0 uM-C,B,E-37,2.208,1
50,ABM,Control_high,0 uM-C,C,E-37,147.399,1
50,NOM,Control_high,0 uM-C,A,E-37,416.945,1
50,NOM,Control_high,0 uM-C,B,E-37,352.391,1
50,NOM,Control_high,0 uM-C,C,E-37,115.956,1
50,LOM,Acetate,400 uM-C,A,E-37,262.297,1
50,LOM,Acetate,400 uM-C,B,E-37,427.408,1
50,LOM,Acetate,400 uM-C,C,E-37,412.712,1
50,composite,Acetate,400 uM-C,A,E-37,679.242,1
50,composite,Acetate,400 uM-C,B,E-37,779.799,1
50,composite,Acetate,400 uM-C,C,E-37,528.668,1
50,PRI,Acetate,400 uM-C,A,E-37,3183.088,1
50,PRI,Acetate,400 uM-C,B,E-37,3247.367,1
50,PRI,Acetate,400 uM-C,C,E-37,3260.884,1
50,LOM,Casamino Acids,400 uM-C,A,E-37,117.586,1
50,LOM,Casamino Acids,400 uM-C,B,E-37,318.478,1
50,LOM,Casamino Acids,400 uM-C,C,E-37,120.626,1
50,composite,Casamino Acids,400 uM-C,A,E-37,534.531,1
50,composite,Casamino Acids,400 uM-C,B,E-37,670.869,1
50,composite,Casamino Acids,400 uM-C,C,E-37,236.582,1
50,PRI,Casamino Acids,400 uM-C,A,E-37,2310.75,1
50,PRI,Casamino Acids,400 uM-C,B,E-37,2335.136,1
50,PRI,Casamino Acids,400 uM-C,C,E-37,2406.487,1
50,LOM,Coumarate,400 uM-C,A,E-37,973.118,1
50,LOM,Coumarate,400 uM-C,B,E-37,1066.146,1
50,LOM,Coumarate,400 uM-C,C,E-37,589.29,1
50,composite,Coumarate,400 uM-C,A,E-37,1390.063,1
50,composite,Coumarate,400 uM-C,B,E-37,1418.537,1
50,composite,Coumarate,400 uM-C,C,E-37,705.246,1
50,PRI,Coumarate,400 uM-C,A,E-37,2654.626,1
50,PRI,Coumarate,400 uM-C,B,E-37,2018.996,1
50,PRI,Coumarate,400 uM-C,C,E-37,2832.116,1
51,ABM,Control_high,0 uM-C,A,E-37,218.633,1
51,ABM,Control_high,0 uM-C,B,E-37,7.169,1
51,ABM,Control_high,0 uM-C,C,E-37,153.6,1
51,NOM,Control_high,0 uM-C,A,E-37,422.799,1
51,NOM,Control_high,0 uM-C,B,E-37,348.892,1
51,NOM,Control_high,0 uM-C,C,E-37,113.489,1
51,LOM,Acetate,400 uM-C,A,E-37,260.959,1
51,LOM,Acetate,400 uM-C,B,E-37,435.718,1
51,LOM,Acetate,400 uM-C,C,E-37,419.827,1
51,composite,Acetate,400 uM-C,A,E-37,683.758,1
51,composite,Acetate,400 uM-C,B,E-37,784.61,1
51,composite,Acetate,400 uM-C,C,E-37,533.316,1
51,PRI,Acetate,400 uM-C,A,E-37,3232.953,1
51,PRI,Acetate,400 uM-C,B,E-37,3297.456,1
51,PRI,Acetate,400 uM-C,C,E-37,3376.866,1
51,LOM,Casamino Acids,400 uM-C,A,E-37,117.429,1
51,LOM,Casamino Acids,400 uM-C,B,E-37,321.553,1
51,LOM,Casamino Acids,400 uM-C,C,E-37,119.012,1
51,composite,Casamino Acids,400 uM-C,A,E-37,540.228,1
51,composite,Casamino Acids,400 uM-C,B,E-37,670.445,1
51,composite,Casamino Acids,400 uM-C,C,E-37,232.501,1
51,PRI,Casamino Acids,400 uM-C,A,E-37,2346.165,1
51,PRI,Casamino Acids,400 uM-C,B,E-37,2369.326,1
51,PRI,Casamino Acids,400 uM-C,C,E-37,2461.198,1
51,LOM,Coumarate,400 uM-C,A,E-37,989.1,1
51,LOM,Coumarate,400 uM-C,B,E-37,1084.547,1
51,LOM,Coumarate,400 uM-C,C,E-37,580.701,1
51,composite,Coumarate,400 uM-C,A,E-37,1411.899,1
51,composite,Coumarate,400 uM-C,B,E-37,1433.439,1
51,composite,Coumarate,400 uM-C,C,E-37,694.19,1
51,PRI,Coumarate,400 uM-C,A,E-37,2698.319,1
51,PRI,Coumarate,400 uM-C,B,E-37,2007.696,1
51,PRI,Coumarate,400 uM-C,C,E-37,2880.653,1
52,ABM,Control_high,0 uM-C,A,E-37,228.831,1
52,ABM,Control_high,0 uM-C,B,E-37,10.472,1
52,ABM,Control_high,0 uM-C,C,E-37,160.216,1
52,NOM,Control_high,0 uM-C,A,E-37,428.887,1
52,NOM,Control_high,0 uM-C,B,E-37,346.334,1
52,NOM,Control_high,0 uM-C,C,E-37,113.448,1
52,LOM,Acetate,400 uM-C,A,E-37,260.035,1
52,LOM,Acetate,400 uM-C,B,E-37,443.674,1
52,LOM,Acetate,400 uM-C,C,E-37,428.295,1
52,composite,Acetate,400 uM-C,A,E-37,688.922,1
52,composite,Acetate,400 uM-C,B,E-37,790.008,1
52,composite,Acetate,400 uM-C,C,E-37,541.743,1
52,PRI,Acetate,400 uM-C,A,E-37,3282.119,1
52,PRI,Acetate,400 uM-C,B,E-37,3347.481,1
52,PRI,Acetate,400 uM-C,C,E-37,3428.679,1
52,LOM,Casamino Acids,400 uM-C,A,E-37,115.099,1
52,LOM,Casamino Acids,400 uM-C,B,E-37,322.881,1
52,LOM,Casamino Acids,400 uM-C,C,E-37,117.951,1
52,composite,Casamino Acids,400 uM-C,A,E-37,543.986,1
52,composite,Casamino Acids,400 uM-C,B,E-37,669.215,1
52,composite,Casamino Acids,400 uM-C,C,E-37,231.399,1
52,PRI,Casamino Acids,400 uM-C,A,E-37,2379.568,1
52,PRI,Casamino Acids,400 uM-C,B,E-37,2402.785,1
52,PRI,Casamino Acids,400 uM-C,C,E-37,2495.871,1
52,LOM,Coumarate,400 uM-C,A,E-37,1002.888,1
52,LOM,Coumarate,400 uM-C,B,E-37,1101.073,1
52,LOM,Coumarate,400 uM-C,C,E-37,575.925,1
52,composite,Coumarate,400 uM-C,A,E-37,1431.775,1
52,composite,Coumarate,400 uM-C,B,E-37,1447.407,1
52,composite,Coumarate,400 uM-C,C,E-37,689.373,1
52,PRI,Coumarate,400 uM-C,A,E-37,2743.391,1
52,PRI,Coumarate,400 uM-C,B,E-37,1999.513,1
52,PRI,Coumarate,400 uM-C,C,E-37,2929.667,1
53,ABM,Control_high,0 uM-C,A,E-37,235.954,1
53,ABM,Control_high,0 uM-C,B,E-37,12.002,1
53,ABM,Control_high,0 uM-C,C,E-37,167.044,1
53,NOM,Control_high,0 uM-C,A,E-37,433.865,1
53,NOM,Control_high,0 uM-C,B,E-37,347.795,1
53,NOM,Control_high,0 uM-C,C,E-37,114.2,1
53,LOM,Acetate,400 uM-C,A,E-37,260.845,1
53,LOM,Acetate,400 uM-C,B,E-37,452.373,1
53,LOM,Acetate,400 uM-C,C,E-37,436.013,1
53,composite,Acetate,400 uM-C,A,E-37,694.71,1
53,composite,Acetate,400 uM-C,B,E-37,800.168,1
53,composite,Acetate,400 uM-C,C,E-37,550.213,1
53,PRI,Acetate,400 uM-C,A,E-37,3328.437,1
53,PRI,Acetate,400 uM-C,B,E-37,3396.065,1
53,PRI,Acetate,400 uM-C,C,E-37,3479.709,1
53,LOM,Casamino Acids,400 uM-C,A,E-37,116.556,1
53,LOM,Casamino Acids,400 uM-C,B,E-37,325.312,1
53,LOM,Casamino Acids,400 uM-C,C,E-37,118.321,1
53,composite,Casamino Acids,400 uM-C,A,E-37,550.421,1
53,composite,Casamino Acids,400 uM-C,B,E-37,673.107,1
53,composite,Casamino Acids,400 uM-C,C,E-37,232.521,1
53,PRI,Casamino Acids,400 uM-C,A,E-37,2413.313,1
53,PRI,Casamino Acids,400 uM-C,B,E-37,2436.177,1
53,PRI,Casamino Acids,400 uM-C,C,E-37,2531.097,1
53,LOM,Coumarate,400 uM-C,A,E-37,1017.652,1
53,LOM,Coumarate,400 uM-C,B,E-37,1121.547,1
53,LOM,Coumarate,400 uM-C,C,E-37,569.564,1
53,composite,Coumarate,400 uM-C,A,E-37,1451.517,1
53,composite,Coumarate,400 uM-C,B,E-37,1469.342,1
53,composite,Coumarate,400 uM-C,C,E-37,683.764,1
53,PRI,Coumarate,400 uM-C,A,E-37,2788.453,1
53,PRI,Coumarate,400 uM-C,B,E-37,1993.291,1
53,PRI,Coumarate,400 uM-C,C,E-37,2977.974,1
54,ABM,Control_high,0 uM-C,A,E-37,241.437,1
54,ABM,Control_high,0 uM-C,B,E-37,12.139,1
54,ABM,Control_high,0 uM-C,C,E-37,173.632,1
54,NOM,Control_high,0 uM-C,A,E-37,439.556,1
54,NOM,Control_high,0 uM-C,B,E-37,348.989,1
54,NOM,Control_high,0 uM-C,C,E-37,115.592,1
54,LOM,Acetate,400 uM-C,A,E-37,262.441,1
54,LOM,Acetate,400 uM-C,B,E-37,460.839,1
54,LOM,Acetate,400 uM-C,C,E-37,444.176,1
54,composite,Acetate,400 uM-C,A,E-37,701.997,1
54,composite,Acetate,400 uM-C,B,E-37,809.828,1
54,composite,Acetate,400 uM-C,C,E-37,559.768,1
54,PRI,Acetate,400 uM-C,A,E-37,3376.772,1
54,PRI,Acetate,400 uM-C,B,E-37,3447.728,1
54,PRI,Acetate,400 uM-C,C,E-37,3528.595,1
54,LOM,Casamino Acids,400 uM-C,A,E-37,120.935,1
54,LOM,Casamino Acids,400 uM-C,B,E-37,328.76,1
54,LOM,Casamino Acids,400 uM-C,C,E-37,119.453,1
54,composite,Casamino Acids,400 uM-C,A,E-37,560.491,1
54,composite,Casamino Acids,400 uM-C,B,E-37,677.749,1
54,composite,Casamino Acids,400 uM-C,C,E-37,235.045,1
54,PRI,Casamino Acids,400 uM-C,A,E-37,2447.701,1
54,PRI,Casamino Acids,400 uM-C,B,E-37,2469.438,1
54,PRI,Casamino Acids,400 uM-C,C,E-37,2566.062,1
54,LOM,Coumarate,400 uM-C,A,E-37,1034.486,1
54,LOM,Coumarate,400 uM-C,B,E-37,1139.484,1
54,LOM,Coumarate,400 uM-C,C,E-37,564.093,1
54,composite,Coumarate,400 uM-C,A,E-37,1474.042,1
54,composite,Coumarate,400 uM-C,B,E-37,1488.473,1
54,composite,Coumarate,400 uM-C,C,E-37,679.685,1
54,PRI,Coumarate,400 uM-C,A,E-37,2835.596,1
54,PRI,Coumarate,400 uM-C,B,E-37,1985.089,1
54,PRI,Coumarate,400 uM-C,C,E-37,3026.506,1
55,ABM,Control_high,0 uM-C,A,E-37,248.475,1
55,ABM,Control_high,0 uM-C,B,E-37,14.498,1
55,ABM,Control_high,0 uM-C,C,E-37,178.989,1
55,NOM,Control_high,0 uM-C,A,E-37,443.68,1
55,NOM,Control_high,0 uM-C,B,E-37,348.832,1
55,NOM,Control_high,0 uM-C,C,E-37,115.188,1
55,LOM,Acetate,400 uM-C,A,E-37,262.448,1
55,LOM,Acetate,400 uM-C,B,E-37,469.279,1
55,LOM,Acetate,400 uM-C,C,E-37,451.574,1
55,composite,Acetate,400 uM-C,A,E-37,706.128,1
55,composite,Acetate,400 uM-C,B,E-37,818.111,1
55,composite,Acetate,400 uM-C,C,E-37,566.762,1
55,PRI,Acetate,400 uM-C,A,E-37,3424.446,1
55,PRI,Acetate,400 uM-C,B,E-37,3495.331,1
55,PRI,Acetate,400 uM-C,C,E-37,3577.778,1
55,LOM,Casamino Acids,400 uM-C,A,E-37,122.557,1
55,LOM,Casamino Acids,400 uM-C,B,E-37,330.844,1
55,LOM,Casamino Acids,400 uM-C,C,E-37,119.637,1
55,composite,Casamino Acids,400 uM-C,A,E-37,566.237,1
55,composite,Casamino Acids,400 uM-C,B,E-37,679.676,1
55,composite,Casamino Acids,400 uM-C,C,E-37,234.825,1
55,PRI,Casamino Acids,400 uM-C,A,E-37,2480.609,1
55,PRI,Casamino Acids,400 uM-C,B,E-37,2503.463,1
55,PRI,Casamino Acids,400 uM-C,C,E-37,2600.886,1
55,LOM,Coumarate,400 uM-C,A,E-37,1049.639,1
55,LOM,Coumarate,400 uM-C,B,E-37,1157.347,1
55,LOM,Coumarate,400 uM-C,C,E-37,558.59,1
55,composite,Coumarate,400 uM-C,A,E-37,1493.319,1
55,composite,Coumarate,400 uM-C,B,E-37,1506.179,1
55,composite,Coumarate,400 uM-C,C,E-37,673.778,1
55,PRI,Coumarate,400 uM-C,A,E-37,2879.23,1
55,PRI,Coumarate,400 uM-C,B,E-37,1977.772,1
55,PRI,Coumarate,400 uM-C,C,E-37,3071.23,1
56,ABM,Control_high,0 uM-C,A,E-37,255.377,1
56,ABM,Control_high,0 uM-C,B,E-37,13.796,1
56,ABM,Control_high,0 uM-C,C,E-37,184.891,1
56,NOM,Control_high,0 uM-C,A,E-37,449.68,1
56,NOM,Control_high,0 uM-C,B,E-37,349.757,1
56,NOM,Control_high,0 uM-C,C,E-37,116.929,1
56,LOM,Acetate,400 uM-C,A,E-37,262.929,1
56,LOM,Acetate,400 uM-C,B,E-37,476.569,1
56,LOM,Acetate,400 uM-C,C,E-37,458.76,1
56,composite,Acetate,400 uM-C,A,E-37,712.609,1
56,composite,Acetate,400 uM-C,B,E-37,826.326,1
56,composite,Acetate,400 uM-C,C,E-37,575.689,1
56,PRI,Acetate,400 uM-C,A,E-37,3471.453,1
56,PRI,Acetate,400 uM-C,B,E-37,3542.334,1
56,PRI,Acetate,400 uM-C,C,E-37,3629.837,1
56,LOM,Casamino Acids,400 uM-C,A,E-37,125.849,1
56,LOM,Casamino Acids,400 uM-C,B,E-37,335.103,1
56,LOM,Casamino Acids,400 uM-C,C,E-37,120.006,1
56,composite,Casamino Acids,400 uM-C,A,E-37,575.529,1
56,composite,Casamino Acids,400 uM-C,B,E-37,684.86,1
56,composite,Casamino Acids,400 uM-C,C,E-37,236.935,1
56,PRI,Casamino Acids,400 uM-C,A,E-37,2514.757,1
56,PRI,Casamino Acids,400 uM-C,B,E-37,2536.203,1
56,PRI,Casamino Acids,400 uM-C,C,E-37,2634.275,1
56,LOM,Coumarate,400 uM-C,A,E-37,1065.833,1
56,LOM,Coumarate,400 uM-C,B,E-37,1176.577,1
56,LOM,Coumarate,400 uM-C,C,E-37,554.073,1
56,composite,Coumarate,400 uM-C,A,E-37,1515.513,1
56,composite,Coumarate,400 uM-C,B,E-37,1526.334,1
56,composite,Coumarate,400 uM-C,C,E-37,671.002,1
56,PRI,Coumarate,400 uM-C,A,E-37,2924.33,1
56,PRI,Coumarate,400 uM-C,B,E-37,1971.033,1
56,PRI,Coumarate,400 uM-C,C,E-37,3118.974,1
57,ABM,Control_high,0 uM-C,A,E-37,261.35,1
57,ABM,Control_high,0 uM-C,B,E-37,15.863,1
57,ABM,Control_high,0 uM-C,C,E-37,192.243,1
57,NOM,Control_high,0 uM-C,A,E-37,452.83,1
57,NOM,Control_high,0 uM-C,B,E-37,350.548,1
57,NOM,Control_high,0 uM-C,C,E-37,150.449,1
57,LOM,Acetate,400 uM-C,A,E-37,258.117,1
57,LOM,Acetate,400 uM-C,B,E-37,484.73,1
57,LOM,Acetate,400 uM-C,C,E-37,466.941,1
57,composite,Acetate,400 uM-C,A,E-37,710.947,1
57,composite,Acetate,400 uM-C,B,E-37,835.278,1
57,composite,Acetate,400 uM-C,C,E-37,617.39,1
57,PRI,Acetate,400 uM-C,A,E-37,3516.77,1
57,PRI,Acetate,400 uM-C,B,E-37,3588.455,1
57,PRI,Acetate,400 uM-C,C,E-37,3676.251,1
57,LOM,Casamino Acids,400 uM-C,A,E-37,127.29,1
57,LOM,Casamino Acids,400 uM-C,B,E-37,338.407,1
57,LOM,Casamino Acids,400 uM-C,C,E-37,119.327,1
57,composite,Casamino Acids,400 uM-C,A,E-37,580.12,1
57,composite,Casamino Acids,400 uM-C,B,E-37,688.955,1
57,composite,Casamino Acids,400 uM-C,C,E-37,269.776,1
57,PRI,Casamino Acids,400 uM-C,A,E-37,2547.701,1
57,PRI,Casamino Acids,400 uM-C,B,E-37,2568.123,1
57,PRI,Casamino Acids,400 uM-C,C,E-37,2668.07,1
57,LOM,Coumarate,400 uM-C,A,E-37,1081.275,1
57,LOM,Coumarate,400 uM-C,B,E-37,1194.951,1
57,LOM,Coumarate,400 uM-C,C,E-37,545.198,1
57,composite,Coumarate,400 uM-C,A,E-37,1534.105,1
57,composite,Coumarate,400 uM-C,B,E-37,1545.499,1
57,composite,Coumarate,400 uM-C,C,E-37,695.647,1
57,PRI,Coumarate,400 uM-C,A,E-37,2967.117,1
57,PRI,Coumarate,400 uM-C,B,E-37,1962.093,1
57,PRI,Coumarate,400 uM-C,C,E-37,3166.449,1
58,ABM,Control_high,0 uM-C,A,E-37,268.768,1
58,ABM,Control_high,0 uM-C,B,E-37,17.64,1
58,ABM,Control_high,0 uM-C,C,E-37,197.518,1
58,NOM,Control_high,0 uM-C,A,E-37,458.985,1
58,NOM,Control_high,0 uM-C,B,E-37,349.607,1
58,NOM,Control_high,0 uM-C,C,E-37,140.431,1
58,LOM,Acetate,400 uM-C,A,E-37,257.958,1
58,LOM,Acetate,400 uM-C,B,E-37,490.875,1
58,LOM,Acetate,400 uM-C,C,E-37,474.984,1
58,composite,Acetate,400 uM-C,A,E-37,716.943,1
58,composite,Acetate,400 uM-C,B,E-37,840.482,1
58,composite,Acetate,400 uM-C,C,E-37,615.415,1
58,PRI,Acetate,400 uM-C,A,E-37,3560.598,1
58,PRI,Acetate,400 uM-C,B,E-37,3634.365,1
58,PRI,Acetate,400 uM-C,C,E-37,3723.115,1
58,LOM,Casamino Acids,400 uM-C,A,E-37,131.311,1
58,LOM,Casamino Acids,400 uM-C,B,E-37,342.644,1
58,LOM,Casamino Acids,400 uM-C,C,E-37,117.971,1
58,composite,Casamino Acids,400 uM-C,A,E-37,590.296,1
58,composite,Casamino Acids,400 uM-C,B,E-37,692.251,1
58,composite,Casamino Acids,400 uM-C,C,E-37,258.402,1
58,PRI,Casamino Acids,400 uM-C,A,E-37,2580.384,1
58,PRI,Casamino Acids,400 uM-C,B,E-37,2599.116,1
58,PRI,Casamino Acids,400 uM-C,C,E-37,2703.483,1
58,LOM,Coumarate,400 uM-C,A,E-37,1095.339,1
58,LOM,Coumarate,400 uM-C,B,E-37,1214.261,1
58,LOM,Coumarate,400 uM-C,C,E-37,539.023,1
58,composite,Coumarate,400 uM-C,A,E-37,1554.324,1
58,composite,Coumarate,400 uM-C,B,E-37,1563.868,1
58,composite,Coumarate,400 uM-C,C,E-37,679.454,1
58,PRI,Coumarate,400 uM-C,A,E-37,3011.239,1
58,PRI,Coumarate,400 uM-C,B,E-37,1953.592,1
58,PRI,Coumarate,400 uM-C,C,E-37,3211.739,1
59,ABM,Control_high,0 uM-C,A,E-37,276.72,1
59,ABM,Control_high,0 uM-C,B,E-37,21.215,1
59,ABM,Control_high,0 uM-C,C,E-37,201.734,1
59,NOM,Control_high,0 uM-C,A,E-37,465.23,1
59,NOM,Control_high,0 uM-C,B,E-37,348.953,1
59,NOM,Control_high,0 uM-C,C,E-37,139.413,1
59,LOM,Acetate,400 uM-C,A,E-37,258.373,1
59,LOM,Acetate,400 uM-C,B,E-37,497.425,1
59,LOM,Acetate,400 uM-C,C,E-37,482.649,1
59,composite,Acetate,400 uM-C,A,E-37,723.603,1
59,composite,Acetate,400 uM-C,B,E-37,846.378,1
59,composite,Acetate,400 uM-C,C,E-37,622.062,1
