Day,Concentration,Carbon,Treatment,Rep,Count
7,4 uM-C,Acetate,PRI,C,120000
7,4 uM-C,Acetate,PRI,D,110000
7,4 uM-C,Acetate,PRI,E,240000
7,40 uM-C,Acetate,ABM,A,240000
7,40 uM-C,Acetate,ABM,B,60000
7,40 uM-C,Acetate,ABM,C,20000
7,40 uM-C,Acetate,ABM,D,160000
7,40 uM-C,Acetate,ABM,E,80000
7,40 uM-C,Acetate,LOM,A,210000
7,40 uM-C,Acetate,LOM,B,250000
7,40 uM-C,Acetate,LOM,C,150000
7,40 uM-C,Acetate,LOM,D,60000
7,40 uM-C,Acetate,LOM,E,110000
7,40 uM-C,Acetate,NOM,A,1200000
7,40 uM-C,Acetate,NOM,B,1100000
7,40 uM-C,Acetate,NOM,C,1200000
7,40 uM-C,Acetate,NOM,D,1200000
7,40 uM-C,Acetate,NOM,E,600000
7,40 uM-C,Acetate,composite,A,1410000
7,40 uM-C,Acetate,composite,B,1350000
7,40 uM-C,Acetate,composite,C,1350000
7,40 uM-C,Acetate,composite,D,1260000
7,40 uM-C,Acetate,composite,E,710000
7,40 uM-C,Acetate,PRI,A,1700000
7,40 uM-C,Acetate,PRI,B,1200000
7,40 uM-C,Acetate,PRI,C,1200000
7,40 uM-C,Acetate,PRI,D,2000000
7,40 uM-C,Acetate,PRI,E,2900000
7,400 uM-C,Acetate,ABM,A,240000
7,400 uM-C,Acetate,ABM,B,60000
7,400 uM-C,Acetate,ABM,C,20000
7,400 uM-C,Acetate,ABM,D,160000
7,400 uM-C,Acetate,ABM,E,80000
7,400 uM-C,Acetate,LOM,A,320000
7,400 uM-C,Acetate,LOM,B,190000
7,400 uM-C,Acetate,LOM,C,390000
7,400 uM-C,Acetate,LOM,D,150000
7,400 uM-C,Acetate,LOM,E,200000
7,400 uM-C,Acetate,NOM,A,1200000
7,400 uM-C,Acetate,NOM,B,1100000
7,400 uM-C,Acetate,NOM,C,1200000
7,400 uM-C,Acetate,NOM,D,1200000
7,400 uM-C,Acetate,NOM,E,600000
7,400 uM-C,Acetate,composite,A,1520000
7,400 uM-C,Acetate,composite,B,1290000
7,400 uM-C,Acetate,composite,C,1590000
7,400 uM-C,Acetate,composite,D,1350000
7,400 uM-C,Acetate,composite,E,800000
7,400 uM-C,Acetate,PRI,A,600000
7,400 uM-C,Acetate,PRI,B,1400000
7,400 uM-C,Acetate,PRI,C,700000
7,400 uM-C,Acetate,PRI,D,1900000
7,400 uM-C,Acetate,PRI,E,1900000
10,4 uM-C,Acetate,ABM,A,26000
10,4 uM-C,Acetate,ABM,C,9000
10,4 uM-C,Acetate,ABM,D,14000
10,4 uM-C,Acetate,ABM,E,6000
10,4 uM-C,Acetate,LOM,A,9000
10,4 uM-C,Acetate,LOM,B,4000
10,4 uM-C,Acetate,LOM,C,4000
10,4 uM-C,Acetate,LOM,D,5000
10,4 uM-C,Acetate,LOM,E,11000
10,4 uM-C,Acetate,NOM,A,18000
10,4 uM-C,Acetate,NOM,B,45000
10,4 uM-C,Acetate,NOM,C,51000
10,4 uM-C,Acetate,NOM,D,44000
10,4 uM-C,Acetate,NOM,E,27000
10,4 uM-C,Acetate,composite,A,27000
10,4 uM-C,Acetate,composite,B,49000
10,4 uM-C,Acetate,composite,C,55000
10,4 uM-C,Acetate,composite,D,49000
10,4 uM-C,Acetate,composite,E,38000
10,4 uM-C,Acetate,PRI,A,30000
10,4 uM-C,Acetate,PRI,C,100000
10,4 uM-C,Acetate,PRI,D,16000
10,4 uM-C,Acetate,PRI,E,72000
10,40 uM-C,Acetate,ABM,A,26000
10,40 uM-C,Acetate,ABM,C,9000
10,40 uM-C,Acetate,ABM,D,14000
10,40 uM-C,Acetate,ABM,E,6000
10,40 uM-C,Acetate,LOM,A,8000
10,40 uM-C,Acetate,LOM,B,3000
10,40 uM-C,Acetate,LOM,C,16000
10,40 uM-C,Acetate,LOM,D,24000
10,40 uM-C,Acetate,LOM,E,65000
10,40 uM-C,Acetate,NOM,A,18000
10,40 uM-C,Acetate,NOM,B,45000
10,40 uM-C,Acetate,NOM,C,51000
10,40 uM-C,Acetate,NOM,D,44000
10,40 uM-C,Acetate,NOM,E,27000
10,40 uM-C,Acetate,composite,A,26000
10,40 uM-C,Acetate,composite,B,48000
10,40 uM-C,Acetate,composite,C,67000
10,40 uM-C,Acetate,composite,D,68000
10,40 uM-C,Acetate,composite,E,92000
10,40 uM-C,Acetate,PRI,A,100000
10,40 uM-C,Acetate,PRI,B,150000
10,40 uM-C,Acetate,PRI,C,360000
10,40 uM-C,Acetate,PRI,D,300000
10,40 uM-C,Acetate,PRI,E,70000
10,400 uM-C,Acetate,ABM,A,26000
10,400 uM-C,Acetate,ABM,C,9000
10,400 uM-C,Acetate,ABM,D,14000
10,400 uM-C,Acetate,ABM,E,6000
10,400 uM-C,Acetate,LOM,A,19000
10,400 uM-C,Acetate,LOM,B,83000
10,400 uM-C,Acetate,LOM,C,26000
10,400 uM-C,Acetate,LOM,D,42000
10,400 uM-C,Acetate,LOM,E,56000
10,400 uM-C,Acetate,NOM,A,18000
10,400 uM-C,Acetate,NOM,B,45000
10,400 uM-C,Acetate,NOM,C,51000
10,400 uM-C,Acetate,NOM,D,44000
10,400 uM-C,Acetate,NOM,E,27000
10,400 uM-C,Acetate,composite,A,37000
10,400 uM-C,Acetate,composite,B,128000
10,400 uM-C,Acetate,composite,C,77000
10,400 uM-C,Acetate,composite,D,86000
10,400 uM-C,Acetate,composite,E,83000
10,400 uM-C,Acetate,PRI,A,540000
10,400 uM-C,Acetate,PRI,B,660000
10,400 uM-C,Acetate,PRI,C,800000
10,400 uM-C,Acetate,PRI,D,390000
10,400 uM-C,Acetate,PRI,E,90000
14,4 uM-C,Acetate,ABM,A,20000
14,4 uM-C,Acetate,ABM,B,9000
14,4 uM-C,Acetate,ABM,C,5000
14,4 uM-C,Acetate,ABM,D,12000
14,4 uM-C,Acetate,ABM,E,16000
14,4 uM-C,Acetate,LOM,A,8000
14,4 uM-C,Acetate,LOM,B,29000
14,4 uM-C,Acetate,LOM,C,6000
14,4 uM-C,Acetate,LOM,D,10000
14,4 uM-C,Acetate,LOM,E,13000
14,4 uM-C,Acetate,NOM,A,56000
14,4 uM-C,Acetate,NOM,B,173000
14,4 uM-C,Acetate,NOM,C,61000
14,4 uM-C,Acetate,NOM,D,88000
14,4 uM-C,Acetate,NOM,E,162000
14,4 uM-C,Acetate,composite,A,64000
14,4 uM-C,Acetate,composite,B,202000
14,4 uM-C,Acetate,composite,C,67000
14,4 uM-C,Acetate,composite,D,98000
14,4 uM-C,Acetate,composite,E,175000
14,4 uM-C,Acetate,PRI,A,54000
14,4 uM-C,Acetate,PRI,B,95000
14,4 uM-C,Acetate,PRI,C,219000
14,4 uM-C,Acetate,PRI,D,317000
14,4 uM-C,Acetate,PRI,E,106000
14,40 uM-C,Acetate,ABM,A,20000
14,40 uM-C,Acetate,ABM,B,9000
14,40 uM-C,Acetate,ABM,C,5000
14,40 uM-C,Acetate,ABM,D,12000
14,40 uM-C,Acetate,ABM,E,16000
14,40 uM-C,Acetate,LOM,A,15000
14,40 uM-C,Acetate,LOM,B,11000
14,40 uM-C,Acetate,LOM,C,12000
14,40 uM-C,Acetate,LOM,D,40000
14,40 uM-C,Acetate,LOM,E,76000
14,40 uM-C,Acetate,NOM,A,56000
14,40 uM-C,Acetate,NOM,B,173000
14,40 uM-C,Acetate,NOM,C,61000
14,40 uM-C,Acetate,NOM,D,88000
14,40 uM-C,Acetate,NOM,E,162000
14,40 uM-C,Acetate,composite,A,71000
14,40 uM-C,Acetate,composite,B,184000
14,40 uM-C,Acetate,composite,C,73000
14,40 uM-C,Acetate,composite,D,128000
14,40 uM-C,Acetate,composite,E,238000
14,40 uM-C,Acetate,PRI,A,240000
14,40 uM-C,Acetate,PRI,B,610000
14,40 uM-C,Acetate,PRI,C,260000
14,40 uM-C,Acetate,PRI,D,210000
14,40 uM-C,Acetate,PRI,E,120000
14,400 uM-C,Acetate,ABM,A,20000
14,400 uM-C,Acetate,ABM,B,9000
14,400 uM-C,Acetate,ABM,C,5000
14,400 uM-C,Acetate,ABM,D,12000
14,400 uM-C,Acetate,ABM,E,16000
14,400 uM-C,Acetate,LOM,A,50000
14,400 uM-C,Acetate,LOM,B,170000
14,400 uM-C,Acetate,LOM,C,60000
14,400 uM-C,Acetate,LOM,D,70000
14,400 uM-C,Acetate,LOM,E,60000
14,400 uM-C,Acetate,NOM,A,56000
14,400 uM-C,Acetate,NOM,B,173000
14,400 uM-C,Acetate,NOM,C,61000
14,400 uM-C,Acetate,NOM,D,88000
14,400 uM-C,Acetate,NOM,E,162000
14,400 uM-C,Acetate,composite,A,106000
14,400 uM-C,Acetate,composite,B,343000
14,400 uM-C,Acetate,composite,C,121000
14,400 uM-C,Acetate,composite,D,158000
14,400 uM-C,Acetate,composite,E,222000
14,400 uM-C,Acetate,PRI,A,130000
14,400 uM-C,Acetate,PRI,B,570000
14,400 uM-C,Acetate,PRI,C,390000
14,400 uM-C,Acetate,PRI,D,630000
14,400 uM-C,Acetate,PRI,E,410000
10,4 uM-C,Coumarate,ABM,A,110000
10,4 uM-C,Coumarate,ABM,B,390000
10,4 uM-C,Coumarate,ABM,C,150000
10,4 uM-C,Coumarate,ABM,D,190000
10,4 uM-C,Coumarate,ABM,E,100000
10,4 uM-C,Coumarate,LOM,A,170000
10,4 uM-C,Coumarate,LOM,B,410000
10,4 uM-C,Coumarate,LOM,C,280000
10,4 uM-C,Coumarate,LOM,D,390000
10,4 uM-C,Coumarate,LOM,E,420000
10,4 uM-C,Coumarate,NOM,A,210000
10,4 uM-C,Coumarate,NOM,B,190000
10,4 uM-C,Coumarate,NOM,C,10000
10,4 uM-C,Coumarate,NOM,D,230000
10,4 uM-C,Coumarate,NOM,E,450000
10,4 uM-C,Coumarate,composite,A,380000
10,4 uM-C,Coumarate,composite,B,600000
10,4 uM-C,Coumarate,composite,C,290000
10,4 uM-C,Coumarate,composite,D,620000
10,4 uM-C,Coumarate,composite,E,870000
10,4 uM-C,Coumarate,PRI,A,130000
10,4 uM-C,Coumarate,PRI,B,290000
10,4 uM-C,Coumarate,PRI,C,50000
10,4 uM-C,Coumarate,PRI,D,50000
10,4 uM-C,Coumarate,PRI,E,250000
10,40 uM-C,Coumarate,ABM,A,110000
10,40 uM-C,Coumarate,ABM,B,390000
10,40 uM-C,Coumarate,ABM,C,150000
10,40 uM-C,Coumarate,ABM,D,190000
10,40 uM-C,Coumarate,ABM,E,100000
10,40 uM-C,Coumarate,LOM,A,340000
10,40 uM-C,Coumarate,LOM,B,210000
10,40 uM-C,Coumarate,LOM,C,100000
10,40 uM-C,Coumarate,LOM,D,620000
10,40 uM-C,Coumarate,LOM,E,220000
10,40 uM-C,Coumarate,NOM,A,210000
10,40 uM-C,Coumarate,NOM,B,190000
10,40 uM-C,Coumarate,NOM,C,10000
10,40 uM-C,Coumarate,NOM,D,230000
10,40 uM-C,Coumarate,NOM,E,450000
10,40 uM-C,Coumarate,composite,A,550000
10,40 uM-C,Coumarate,composite,B,400000
10,40 uM-C,Coumarate,composite,C,110000
10,40 uM-C,Coumarate,composite,D,850000
10,40 uM-C,Coumarate,composite,E,670000
10,40 uM-C,Coumarate,PRI,A,30000
10,40 uM-C,Coumarate,PRI,B,150000
10,40 uM-C,Coumarate,PRI,D,260000
10,40 uM-C,Coumarate,PRI,E,1090000
10,400 uM-C,Coumarate,ABM,A,110000
10,400 uM-C,Coumarate,ABM,B,390000
10,400 uM-C,Coumarate,ABM,C,150000
10,400 uM-C,Coumarate,ABM,D,190000
10,400 uM-C,Coumarate,ABM,E,100000
10,400 uM-C,Coumarate,LOM,A,70000
10,400 uM-C,Coumarate,LOM,B,70000
10,400 uM-C,Coumarate,LOM,C,100000
10,400 uM-C,Coumarate,LOM,D,210000
10,400 uM-C,Coumarate,LOM,E,330000
10,400 uM-C,Coumarate,NOM,A,210000
10,400 uM-C,Coumarate,NOM,B,190000
10,400 uM-C,Coumarate,NOM,C,10000
10,400 uM-C,Coumarate,NOM,D,230000
10,400 uM-C,Coumarate,NOM,E,450000
10,400 uM-C,Coumarate,composite,A,280000
10,400 uM-C,Coumarate,composite,B,260000
10,400 uM-C,Coumarate,composite,C,110000
10,400 uM-C,Coumarate,composite,D,440000
10,400 uM-C,Coumarate,composite,E,780000
10,400 uM-C,Coumarate,PRI,A,700000
10,400 uM-C,Coumarate,PRI,B,600000
10,400 uM-C,Coumarate,PRI,C,800000
10,400 uM-C,Coumarate,PRI,E,1000000
14,4 uM-C,Coumarate,ABM,A,54000
14,4 uM-C,Coumarate,ABM,B,75000
14,4 uM-C,Coumarate,ABM,C,66000
14,4 uM-C,Coumarate,ABM,D,163000
14,4 uM-C,Coumarate,ABM,E,38000
14,4 uM-C,Coumarate,LOM,A,85000
14,4 uM-C,Coumarate,LOM,B,44000
14,4 uM-C,Coumarate,LOM,C,131000
14,4 uM-C,Coumarate,LOM,D,36000
14,4 uM-C,Coumarate,LOM,E,50000
14,4 uM-C,Coumarate,NOM,A,170000
14,4 uM-C,Coumarate,NOM,B,280000
14,4 uM-C,Coumarate,NOM,C,70000
14,4 uM-C,Coumarate,NOM,D,140000
14,4 uM-C,Coumarate,NOM,E,320000
14,4 uM-C,Coumarate,composite,A,255000
14,4 uM-C,Coumarate,composite,B,324000
14,4 uM-C,Coumarate,composite,C,201000
14,4 uM-C,Coumarate,composite,D,176000
14,4 uM-C,Coumarate,composite,E,370000
14,4 uM-C,Coumarate,PRI,A,240000
14,4 uM-C,Coumarate,PRI,B,100000
14,4 uM-C,Coumarate,PRI,C,110000
14,4 uM-C,Coumarate,PRI,D,120000
14,4 uM-C,Coumarate,PRI,E,50000
14,40 uM-C,Coumarate,ABM,A,54000
14,40 uM-C,Coumarate,ABM,B,75000
14,40 uM-C,Coumarate,ABM,C,66000
14,40 uM-C,Coumarate,ABM,D,163000
14,40 uM-C,Coumarate,ABM,E,38000
14,40 uM-C,Coumarate,LOM,A,56000
14,40 uM-C,Coumarate,LOM,B,105000
14,40 uM-C,Coumarate,LOM,C,16000
14,40 uM-C,Coumarate,LOM,D,31000
14,40 uM-C,Coumarate,LOM,E,75000
14,40 uM-C,Coumarate,NOM,A,170000
14,40 uM-C,Coumarate,NOM,B,280000
14,40 uM-C,Coumarate,NOM,C,70000
14,40 uM-C,Coumarate,NOM,D,140000
14,40 uM-C,Coumarate,NOM,E,320000
14,40 uM-C,Coumarate,composite,A,226000
14,40 uM-C,Coumarate,composite,B,385000
14,40 uM-C,Coumarate,composite,C,86000
14,40 uM-C,Coumarate,composite,D,171000
14,40 uM-C,Coumarate,composite,E,395000
14,40 uM-C,Coumarate,PRI,A,190000
14,40 uM-C,Coumarate,PRI,B,110000
14,40 uM-C,Coumarate,PRI,C,200000
14,40 uM-C,Coumarate,PRI,D,110000
14,40 uM-C,Coumarate,PRI,E,110000
14,400 uM-C,Coumarate,ABM,A,54000
14,400 uM-C,Coumarate,ABM,B,75000
14,400 uM-C,Coumarate,ABM,C,66000
14,400 uM-C,Coumarate,ABM,D,163000
14,400 uM-C,Coumarate,ABM,E,38000
14,400 uM-C,Coumarate,LOM,A,210000
14,400 uM-C,Coumarate,LOM,B,100000
14,400 uM-C,Coumarate,LOM,C,130000
14,400 uM-C,Coumarate,LOM,D,80000
14,400 uM-C,Coumarate,LOM,E,130000
14,400 uM-C,Coumarate,NOM,A,170000
14,400 uM-C,Coumarate,NOM,B,280000
14,400 uM-C,Coumarate,NOM,C,70000
14,400 uM-C,Coumarate,NOM,D,140000
14,400 uM-C,Coumarate,NOM,E,320000
14,400 uM-C,Coumarate,composite,A,380000
14,400 uM-C,Coumarate,composite,B,380000
15,400 uM-C,Coumarate,composite,C,200000
14,400 uM-C,Coumarate,composite,D,220000
14,400 uM-C,Coumarate,composite,E,450000
14,400 uM-C,Coumarate,PRI,A,510000
14,400 uM-C,Coumarate,PRI,B,740000
14,400 uM-C,Coumarate,PRI,C,780000
14,400 uM-C,Coumarate,PRI,D,590000
14,400 uM-C,Coumarate,PRI,E,320000
0,1 uM-C,Acetate,LOM,A,105600
0,1 uM-C,Acetate,LOM,B,97600
0,1 uM-C,Acetate,LOM,C,93400
0,1 uM-C,Acetate,LOM,D,98600
0,1 uM-C,Acetate,LOM,E,103900
0,1 uM-C,Acetate,PRI,A,99500
0,1 uM-C,Acetate,PRI,B,97600
0,1 uM-C,Acetate,PRI,C,94100
0,1 uM-C,Acetate,PRI,D,97700
0,1 uM-C,Acetate,PRI,E,97100
0,1 uM-C,Acetate,NOM,A,93600
0,1 uM-C,Acetate,NOM,C,94700
0,1 uM-C,Acetate,NOM,D,98100
0,1 uM-C,Acetate,NOM,E,88100
0,1 uM-C,Acetate,composite,A,199200
0,1 uM-C,Acetate,composite,C,188100
0,1 uM-C,Acetate,composite,D,196700
0,1 uM-C,Acetate,composite,E,192000
0,1 uM-C,Acetate,ABM,A,92900
0,1 uM-C,Acetate,ABM,B,90600
0,1 uM-C,Acetate,ABM,C,97900
0,1 uM-C,Acetate,ABM,D,95600
0,1 uM-C,Acetate,ABM,E,98300
0,1 uM-C,Coumarate,LOM,A,108900
0,1 uM-C,Coumarate,LOM,B,90900
0,1 uM-C,Coumarate,LOM,C,93000
0,1 uM-C,Coumarate,LOM,D,88900
0,1 uM-C,Coumarate,LOM,E,57800
0,1 uM-C,Coumarate,PRI,A,88100
0,1 uM-C,Coumarate,PRI,B,107500
0,1 uM-C,Coumarate,PRI,C,95500
0,1 uM-C,Coumarate,PRI,D,92200
0,1 uM-C,Coumarate,PRI,E,102800
0,1 uM-C,Coumarate,NOM,A,93600
0,1 uM-C,Coumarate,NOM,C,94700
0,1 uM-C,Coumarate,NOM,D,98100
0,1 uM-C,Coumarate,NOM,E,88100
0,1 uM-C,Coumarate,composite,A,202500
0,1 uM-C,Coumarate,composite,C,187700
0,1 uM-C,Coumarate,composite,D,187000
0,1 uM-C,Coumarate,composite,E,145900
0,1 uM-C,Coumarate,ABM,A,92900
0,1 uM-C,Coumarate,ABM,B,90600
0,1 uM-C,Coumarate,ABM,C,97900
0,1 uM-C,Coumarate,ABM,D,95600
0,1 uM-C,Coumarate,ABM,E,98300
0,1 uM-C,Casamino Acids,LOM,A,80500
0,1 uM-C,Casamino Acids,LOM,B,90500
0,1 uM-C,Casamino Acids,LOM,D,94000
0,1 uM-C,Casamino Acids,LOM,E,83000
0,1 uM-C,Casamino Acids,PRI,A,112700
0,1 uM-C,Casamino Acids,PRI,B,97200
0,1 uM-C,Casamino Acids,PRI,C,87600
0,1 uM-C,Casamino Acids,PRI,D,88300
0,1 uM-C,Casamino Acids,PRI,E,91400
0,1 uM-C,Casamino Acids,NOM,A,93600
0,1 uM-C,Casamino Acids,NOM,C,94700
0,1 uM-C,Casamino Acids,NOM,D,98100
0,1 uM-C,Casamino Acids,NOM,E,88100
0,1 uM-C,Casamino Acids,composite,A,174100
0,1 uM-C,Casamino Acids,composite,D,192100
0,1 uM-C,Casamino Acids,composite,E,171100
0,1 uM-C,Casamino Acids,ABM,A,92900
0,1 uM-C,Casamino Acids,ABM,B,90600
0,1 uM-C,Casamino Acids,ABM,C,97900
0,1 uM-C,Casamino Acids,ABM,D,95600
0,1 uM-C,Casamino Acids,ABM,E,98300
0,1 uM-C,Tryptone,LOM,A,88800
0,1 uM-C,Tryptone,LOM,B,94100
0,1 uM-C,Tryptone,LOM,C,96400
0,1 uM-C,Tryptone,LOM,D,100400
0,1 uM-C,Tryptone,LOM,E,99000
0,1 uM-C,Tryptone,PRI,A,102700
0,1 uM-C,Tryptone,PRI,B,102800
0,1 uM-C,Tryptone,PRI,C,95900
0,1 uM-C,Tryptone,NOM,A,93600
0,1 uM-C,Tryptone,NOM,C,94700
0,1 uM-C,Tryptone,NOM,D,98100
0,1 uM-C,Tryptone,NOM,E,88100
0,1 uM-C,Tryptone,composite,A,182400
0,1 uM-C,Tryptone,composite,C,191100
0,1 uM-C,Tryptone,composite,D,198500
0,1 uM-C,Tryptone,composite,E,187100
0,1 uM-C,Tryptone,ABM,A,92900
0,1 uM-C,Tryptone,ABM,B,90600
0,1 uM-C,Tryptone,ABM,C,97900
0,1 uM-C,Tryptone,ABM,D,95600
0,1 uM-C,Tryptone,ABM,E,98300
1,1 uM-C,Acetate,LOM,A,200000
1,1 uM-C,Acetate,LOM,B,220000
1,1 uM-C,Acetate,LOM,C,120000
1,1 uM-C,Acetate,LOM,D,270000
1,1 uM-C,Acetate,LOM,E,530000
1,1 uM-C,Acetate,PRI,A,530000
1,1 uM-C,Acetate,PRI,B,590000
1,1 uM-C,Acetate,PRI,D,480000
1,1 uM-C,Acetate,PRI,E,550000
1,1 uM-C,Acetate,NOM,A,370000
1,1 uM-C,Acetate,NOM,B,590000
1,1 uM-C,Acetate,NOM,C,680000
1,1 uM-C,Acetate,NOM,D,720000
1,1 uM-C,Acetate,NOM,E,330000
1,1 uM-C,Acetate,composite,A,570000
1,1 uM-C,Acetate,composite,B,810000
1,1 uM-C,Acetate,composite,C,800000
1,1 uM-C,Acetate,composite,D,990000
1,1 uM-C,Acetate,composite,E,860000
1,1 uM-C,Acetate,ABM,A,310000
1,1 uM-C,Acetate,ABM,C,320000
1,1 uM-C,Acetate,ABM,D,380000
1,1 uM-C,Acetate,ABM,E,650000
1,1 uM-C,Coumarate,LOM,A,140000
1,1 uM-C,Coumarate,LOM,B,380000
1,1 uM-C,Coumarate,LOM,D,130000
1,1 uM-C,Coumarate,LOM,E,150000
1,1 uM-C,Coumarate,PRI,A,470000
1,1 uM-C,Coumarate,PRI,B,370000
1,1 uM-C,Coumarate,PRI,C,420000
1,1 uM-C,Coumarate,PRI,D,480000
1,1 uM-C,Coumarate,PRI,E,380000
1,1 uM-C,Coumarate,NOM,A,370000
1,1 uM-C,Coumarate,NOM,B,590000
1,1 uM-C,Coumarate,NOM,C,680000
1,1 uM-C,Coumarate,NOM,D,720000
1,1 uM-C,Coumarate,NOM,E,330000
1,1 uM-C,Coumarate,composite,A,510000
1,1 uM-C,Coumarate,composite,B,970000
1,1 uM-C,Coumarate,composite,D,850000
1,1 uM-C,Coumarate,composite,E,480000
1,1 uM-C,Coumarate,ABM,A,310000
1,1 uM-C,Coumarate,ABM,C,320000
1,1 uM-C,Coumarate,ABM,D,380000
1,1 uM-C,Coumarate,ABM,E,650000
1,1 uM-C,Casamino Acids,LOM,A,190000
1,1 uM-C,Casamino Acids,LOM,B,140000
1,1 uM-C,Casamino Acids,LOM,C,260000
1,1 uM-C,Casamino Acids,LOM,D,140000
1,1 uM-C,Casamino Acids,LOM,E,160000
1,1 uM-C,Casamino Acids,PRI,A,600000
1,1 uM-C,Casamino Acids,PRI,B,300000
1,1 uM-C,Casamino Acids,PRI,C,740000
1,1 uM-C,Casamino Acids,PRI,D,640000
1,1 uM-C,Casamino Acids,PRI,E,970000
1,1 uM-C,Casamino Acids,NOM,A,370000
1,1 uM-C,Casamino Acids,NOM,B,590000
1,1 uM-C,Casamino Acids,NOM,C,680000
1,1 uM-C,Casamino Acids,NOM,D,720000
1,1 uM-C,Casamino Acids,NOM,E,330000
1,1 uM-C,Casamino Acids,composite,A,560000
1,1 uM-C,Casamino Acids,composite,B,730000
1,1 uM-C,Casamino Acids,composite,C,940000
1,1 uM-C,Casamino Acids,composite,D,860000
1,1 uM-C,Casamino Acids,composite,E,490000
1,1 uM-C,Casamino Acids,ABM,A,310000
1,1 uM-C,Casamino Acids,ABM,C,320000
1,1 uM-C,Casamino Acids,ABM,D,380000
1,1 uM-C,Casamino Acids,ABM,E,650000
1,1 uM-C,Tryptone,LOM,A,100000
1,1 uM-C,Tryptone,LOM,B,290000
1,1 uM-C,Tryptone,LOM,C,50000
1,1 uM-C,Tryptone,LOM,D,170000
1,1 uM-C,Tryptone,LOM,E,340000
1,1 uM-C,Tryptone,PRI,A,930000
1,1 uM-C,Tryptone,PRI,B,630000
1,1 uM-C,Tryptone,PRI,C,830000
1,1 uM-C,Tryptone,PRI,D,710000
1,1 uM-C,Tryptone,PRI,E,810000
1,1 uM-C,Tryptone,NOM,A,370000
1,1 uM-C,Tryptone,NOM,B,590000
1,1 uM-C,Tryptone,NOM,C,680000
1,1 uM-C,Tryptone,NOM,D,720000
1,1 uM-C,Tryptone,NOM,E,330000
1,1 uM-C,Tryptone,composite,A,470000
1,1 uM-C,Tryptone,composite,B,880000
1,1 uM-C,Tryptone,composite,C,730000
1,1 uM-C,Tryptone,composite,D,890000
1,1 uM-C,Tryptone,composite,E,670000
1,1 uM-C,Tryptone,ABM,A,310000
1,1 uM-C,Tryptone,ABM,C,320000
1,1 uM-C,Tryptone,ABM,D,380000
1,1 uM-C,Tryptone,ABM,E,650000
2,1 uM-C,Acetate,LOM,A,800000
2,1 uM-C,Acetate,LOM,B,1440000
2,1 uM-C,Acetate,LOM,C,570000
2,1 uM-C,Acetate,LOM,D,590000
2,1 uM-C,Acetate,LOM,E,890000
2,1 uM-C,Acetate,PRI,A,1200000
2,1 uM-C,Acetate,PRI,B,2600000
2,1 uM-C,Acetate,PRI,C,5700000
2,1 uM-C,Acetate,PRI,D,2200000
2,1 uM-C,Acetate,PRI,E,1600000
2,1 uM-C,Acetate,NOM,A,1600000
2,1 uM-C,Acetate,NOM,B,1800000
2,1 uM-C,Acetate,NOM,C,2300000
2,1 uM-C,Acetate,NOM,D,3500000
2,1 uM-C,Acetate,NOM,E,1700000
2,1 uM-C,Acetate,composite,A,2400000
2,1 uM-C,Acetate,composite,B,3240000
2,1 uM-C,Acetate,composite,C,2870000
2,1 uM-C,Acetate,composite,D,4090000
2,1 uM-C,Acetate,composite,E,2590000
2,1 uM-C,Acetate,ABM,A,570000
2,1 uM-C,Acetate,ABM,B,490000
2,1 uM-C,Acetate,ABM,C,910000
2,1 uM-C,Acetate,ABM,D,1120000
2,1 uM-C,Acetate,ABM,E,330000
2,1 uM-C,Coumarate,LOM,A,440000
2,1 uM-C,Coumarate,LOM,B,310000
2,1 uM-C,Coumarate,LOM,C,520000
2,1 uM-C,Coumarate,LOM,D,730000
2,1 uM-C,Coumarate,LOM,E,680000
2,1 uM-C,Coumarate,PRI,A,2400000
2,1 uM-C,Coumarate,PRI,B,1400000
2,1 uM-C,Coumarate,PRI,C,700000
2,1 uM-C,Coumarate,PRI,D,3000000
2,1 uM-C,Coumarate,PRI,E,2200000
2,1 uM-C,Coumarate,NOM,A,1600000
2,1 uM-C,Coumarate,NOM,B,1800000
2,1 uM-C,Coumarate,NOM,C,2300000
2,1 uM-C,Coumarate,NOM,D,3500000
2,1 uM-C,Coumarate,NOM,E,1700000
2,1 uM-C,Coumarate,composite,A,2040000
2,1 uM-C,Coumarate,composite,B,2110000
2,1 uM-C,Coumarate,composite,C,2820000
2,1 uM-C,Coumarate,composite,D,4230000
2,1 uM-C,Coumarate,composite,E,2380000
2,1 uM-C,Coumarate,ABM,A,570000
2,1 uM-C,Coumarate,ABM,B,490000
2,1 uM-C,Coumarate,ABM,C,910000
2,1 uM-C,Coumarate,ABM,D,1120000
2,1 uM-C,Coumarate,ABM,E,330000
2,1 uM-C,Casamino Acids,LOM,A,550000
2,1 uM-C,Casamino Acids,LOM,B,610000
2,1 uM-C,Casamino Acids,LOM,C,350000
2,1 uM-C,Casamino Acids,LOM,D,760000
2,1 uM-C,Casamino Acids,LOM,E,370000
2,1 uM-C,Casamino Acids,PRI,A,3100000
2,1 uM-C,Casamino Acids,PRI,B,1500000
2,1 uM-C,Casamino Acids,PRI,C,1900000
2,1 uM-C,Casamino Acids,PRI,D,2100000
2,1 uM-C,Casamino Acids,PRI,E,2300000
2,1 uM-C,Casamino Acids,NOM,A,1600000
2,1 uM-C,Casamino Acids,NOM,B,1800000
