Day,Concentration,Treatment,Rep,Count,Carbon
0,40 uM-C,NOM,D,12700,Acetate
0,40 uM-C,NOM,E,11400,Acetate
0,40 uM-C,LOM,A,10900,Acetate
0,40 uM-C,LOM,B,13200,Acetate
0,40 uM-C,LOM,C,10500,Acetate
0,40 uM-C,LOM,D,13000,Acetate
0,40 uM-C,LOM,E,13000,Acetate
0,40 uM-C,composite,A,20500,Acetate
0,40 uM-C,composite,B,26400,Acetate
0,40 uM-C,composite,C,22400,Acetate
0,40 uM-C,composite,D,25700,Acetate
0,40 uM-C,composite,E,24400,Acetate
0,40 uM-C,PRI,A,13100,Acetate
0,40 uM-C,PRI,B,13800,Acetate
0,40 uM-C,PRI,C,14200,Acetate
0,40 uM-C,PRI,D,13000,Acetate
0,40 uM-C,PRI,E,18400,Acetate
0,400 uM-C,ABM,A,11800,Acetate
0,400 uM-C,ABM,B,13200,Acetate
0,400 uM-C,ABM,C,11200,Acetate
0,400 uM-C,ABM,D,14000,Acetate
0,400 uM-C,ABM,E,18000,Acetate
0,400 uM-C,NOM,A,9600,Acetate
0,400 uM-C,NOM,B,13200,Acetate
0,400 uM-C,NOM,C,11900,Acetate
0,400 uM-C,NOM,D,12700,Acetate
0,400 uM-C,NOM,E,11400,Acetate
0,400 uM-C,LOM,A,11400,Acetate
0,400 uM-C,LOM,B,11900,Acetate
0,400 uM-C,LOM,C,12000,Acetate
0,400 uM-C,LOM,D,15300,Acetate
0,400 uM-C,LOM,E,13100,Acetate
0,400 uM-C,composite,A,21000,Acetate
0,400 uM-C,composite,B,25100,Acetate
0,400 uM-C,composite,C,23900,Acetate
0,400 uM-C,composite,D,28000,Acetate
0,400 uM-C,composite,E,24500,Acetate
0,400 uM-C,PRI,A,14600,Acetate
0,400 uM-C,PRI,B,14200,Acetate
0,400 uM-C,PRI,C,14900,Acetate
0,400 uM-C,PRI,D,11700,Acetate
0,400 uM-C,PRI,E,14400,Acetate
1,4 uM-C,ABM,A,50000,Acetate
1,4 uM-C,ABM,B,95000,Acetate
1,4 uM-C,ABM,C,148000,Acetate
1,4 uM-C,ABM,D,38000,Acetate
1,4 uM-C,ABM,E,200000,Acetate
1,4 uM-C,NOM,A,1070000,Acetate
1,4 uM-C,NOM,B,540000,Acetate
1,4 uM-C,NOM,C,650000,Acetate
1,4 uM-C,NOM,D,450000,Acetate
1,4 uM-C,NOM,E,430000,Acetate
1,4 uM-C,LOM,A,10000,Acetate
1,4 uM-C,LOM,B,180000,Acetate
1,4 uM-C,LOM,C,310000,Acetate
1,4 uM-C,LOM,D,90000,Acetate
1,4 uM-C,LOM,E,50000,Acetate
1,4 uM-C,composite,A,1080000,Acetate
1,4 uM-C,composite,B,720000,Acetate
1,4 uM-C,composite,C,960000,Acetate
1,4 uM-C,composite,D,540000,Acetate
1,4 uM-C,composite,E,480000,Acetate
1,4 uM-C,PRI,A,630000,Acetate
1,4 uM-C,PRI,B,440000,Acetate
1,4 uM-C,PRI,C,330000,Acetate
1,4 uM-C,PRI,D,630000,Acetate
1,4 uM-C,PRI,E,350000,Acetate
1,40 uM-C,ABM,A,50000,Acetate
1,40 uM-C,ABM,B,95000,Acetate
1,40 uM-C,ABM,C,148000,Acetate
1,40 uM-C,ABM,D,38000,Acetate
1,40 uM-C,ABM,E,200000,Acetate
1,40 uM-C,NOM,A,1070000,Acetate
1,40 uM-C,NOM,B,540000,Acetate
1,40 uM-C,NOM,C,650000,Acetate
1,40 uM-C,NOM,D,450000,Acetate
1,40 uM-C,NOM,E,430000,Acetate
1,40 uM-C,LOM,A,130000,Acetate
1,40 uM-C,LOM,B,290000,Acetate
1,40 uM-C,LOM,C,160000,Acetate
1,40 uM-C,LOM,D,150000,Acetate
1,40 uM-C,LOM,E,120000,Acetate
1,40 uM-C,composite,A,1200000,Acetate
1,40 uM-C,composite,B,830000,Acetate
1,40 uM-C,composite,C,810000,Acetate
1,40 uM-C,composite,D,600000,Acetate
1,40 uM-C,composite,E,550000,Acetate
1,40 uM-C,PRI,A,500000,Acetate
1,40 uM-C,PRI,B,2560000,Acetate
1,40 uM-C,PRI,C,2190000,Acetate
1,40 uM-C,PRI,D,1580000,Acetate
1,40 uM-C,PRI,E,2780000,Acetate
1,400 uM-C,ABM,A,50000,Acetate
1,400 uM-C,ABM,B,95000,Acetate
1,400 uM-C,ABM,C,148000,Acetate
1,400 uM-C,ABM,D,38000,Acetate
1,400 uM-C,ABM,E,200000,Acetate
1,400 uM-C,NOM,A,1070000,Acetate
1,400 uM-C,NOM,B,540000,Acetate
1,400 uM-C,NOM,C,650000,Acetate
1,400 uM-C,NOM,D,450000,Acetate
1,400 uM-C,NOM,E,430000,Acetate
1,400 uM-C,LOM,A,12500000,Acetate
1,400 uM-C,LOM,B,15200000,Acetate
1,400 uM-C,LOM,C,10200000,Acetate
1,400 uM-C,LOM,D,6100000,Acetate
1,400 uM-C,LOM,E,7700000,Acetate
1,400 uM-C,composite,A,13570000,Acetate
1,400 uM-C,composite,B,15740000,Acetate
1,400 uM-C,composite,C,10850000,Acetate
1,400 uM-C,composite,D,6550000,Acetate
1,400 uM-C,composite,E,8130000,Acetate
1,400 uM-C,PRI,A,37000000,Acetate
1,400 uM-C,PRI,B,35000000,Acetate
1,400 uM-C,PRI,C,39000000,Acetate
1,400 uM-C,PRI,D,26000000,Acetate
1,400 uM-C,PRI,E,25000000,Acetate
2,4 uM-C,ABM,A,33000,Acetate
2,4 uM-C,ABM,B,76000,Acetate
2,4 uM-C,ABM,D,138000,Acetate
2,4 uM-C,ABM,E,52000,Acetate
2,4 uM-C,NOM,A,1070000,Acetate
2,4 uM-C,NOM,B,540000,Acetate
2,4 uM-C,NOM,C,650000,Acetate
2,4 uM-C,NOM,D,450000,Acetate
2,4 uM-C,NOM,E,430000,Acetate
2,4 uM-C,LOM,A,40000,Acetate
2,4 uM-C,LOM,B,120000,Acetate
2,4 uM-C,LOM,C,80000,Acetate
2,4 uM-C,LOM,D,30000,Acetate
2,4 uM-C,LOM,E,40000,Acetate
2,4 uM-C,composite,A,1110000,Acetate
2,4 uM-C,composite,B,660000,Acetate
2,4 uM-C,composite,C,730000,Acetate
2,4 uM-C,composite,D,480000,Acetate
2,4 uM-C,composite,E,470000,Acetate
2,4 uM-C,PRI,A,390000,Acetate
2,4 uM-C,PRI,B,170000,Acetate
2,4 uM-C,PRI,C,680000,Acetate
2,4 uM-C,PRI,D,190000,Acetate
2,4 uM-C,PRI,E,160000,Acetate
2,40 uM-C,ABM,A,33000,Acetate
2,40 uM-C,ABM,B,76000,Acetate
2,40 uM-C,ABM,D,138000,Acetate
2,40 uM-C,ABM,E,52000,Acetate
2,40 uM-C,NOM,A,1070000,Acetate
2,40 uM-C,NOM,B,540000,Acetate
2,40 uM-C,NOM,C,650000,Acetate
2,40 uM-C,NOM,D,450000,Acetate
2,40 uM-C,NOM,E,430000,Acetate
2,40 uM-C,LOM,A,150000,Acetate
2,40 uM-C,LOM,B,120000,Acetate
2,40 uM-C,LOM,C,100000,Acetate
2,40 uM-C,LOM,D,60000,Acetate
2,40 uM-C,LOM,E,100000,Acetate
2,40 uM-C,composite,A,1220000,Acetate
2,40 uM-C,composite,B,660000,Acetate
2,40 uM-C,composite,C,750000,Acetate
2,40 uM-C,composite,D,510000,Acetate
2,40 uM-C,composite,E,530000,Acetate
2,40 uM-C,PRI,A,550000,Acetate
2,40 uM-C,PRI,B,570000,Acetate
2,40 uM-C,PRI,C,260000,Acetate
2,40 uM-C,PRI,D,620000,Acetate
2,40 uM-C,PRI,E,740000,Acetate
2,400 uM-C,ABM,A,33000,Acetate
2,400 uM-C,ABM,B,76000,Acetate
2,400 uM-C,ABM,D,138000,Acetate
2,400 uM-C,ABM,E,52000,Acetate
2,400 uM-C,NOM,A,1070000,Acetate
2,400 uM-C,NOM,B,540000,Acetate
2,400 uM-C,NOM,C,650000,Acetate
2,400 uM-C,NOM,D,450000,Acetate
2,400 uM-C,NOM,E,430000,Acetate
2,400 uM-C,LOM,A,11200000,Acetate
2,400 uM-C,LOM,B,9300000,Acetate
2,400 uM-C,LOM,C,8000000,Acetate
2,400 uM-C,LOM,D,13400000,Acetate
2,400 uM-C,LOM,E,9500000,Acetate
2,400 uM-C,composite,A,12270000,Acetate
2,400 uM-C,composite,B,9840000,Acetate
2,400 uM-C,composite,C,8650000,Acetate
2,400 uM-C,composite,D,13850000,Acetate
2,400 uM-C,composite,E,9930000,Acetate
2,400 uM-C,PRI,A,10000000,Acetate
2,400 uM-C,PRI,B,13000000,Acetate
2,400 uM-C,PRI,C,15000000,Acetate
2,400 uM-C,PRI,D,11000000,Acetate
2,400 uM-C,PRI,E,15000000,Acetate
4,4 uM-C,ABM,A,111000,Acetate
4,4 uM-C,ABM,B,158000,Acetate
4,4 uM-C,ABM,C,92000,Acetate
4,4 uM-C,ABM,D,193000,Acetate
4,4 uM-C,ABM,E,111000,Acetate
4,4 uM-C,NOM,A,350000,Acetate
4,4 uM-C,NOM,B,790000,Acetate
4,4 uM-C,NOM,C,760000,Acetate
4,4 uM-C,NOM,D,710000,Acetate
4,4 uM-C,NOM,E,730000,Acetate
4,4 uM-C,LOM,A,109000,Acetate
4,4 uM-C,LOM,B,207000,Acetate
4,4 uM-C,LOM,C,98000,Acetate
4,4 uM-C,LOM,D,132000,Acetate
4,4 uM-C,LOM,E,50000,Acetate
4,4 uM-C,composite,A,459000,Acetate
4,4 uM-C,composite,B,997000,Acetate
4,4 uM-C,composite,C,858000,Acetate
4,4 uM-C,composite,D,842000,Acetate
4,4 uM-C,composite,E,780000,Acetate
4,4 uM-C,PRI,A,467000,Acetate
4,4 uM-C,PRI,B,509000,Acetate
4,4 uM-C,PRI,C,528000,Acetate
4,4 uM-C,PRI,D,498000,Acetate
4,4 uM-C,PRI,E,394000,Acetate
4,40 uM-C,ABM,A,111000,Acetate
4,40 uM-C,ABM,B,158000,Acetate
4,40 uM-C,ABM,C,92000,Acetate
4,40 uM-C,ABM,D,193000,Acetate
4,40 uM-C,ABM,E,111000,Acetate
4,40 uM-C,NOM,A,350000,Acetate
4,40 uM-C,NOM,B,790000,Acetate
4,40 uM-C,NOM,C,760000,Acetate
4,40 uM-C,NOM,D,710000,Acetate
4,40 uM-C,NOM,E,730000,Acetate
4,40 uM-C,LOM,A,160000,Acetate
4,40 uM-C,LOM,B,70000,Acetate
4,40 uM-C,LOM,C,50000,Acetate
4,40 uM-C,LOM,D,80000,Acetate
4,40 uM-C,LOM,E,90000,Acetate
4,40 uM-C,composite,A,510000,Acetate
4,40 uM-C,composite,B,860000,Acetate
4,40 uM-C,composite,C,810000,Acetate
4,40 uM-C,composite,D,790000,Acetate
4,40 uM-C,composite,E,820000,Acetate
4,40 uM-C,PRI,A,1180000,Acetate
4,40 uM-C,PRI,B,1400000,Acetate
4,40 uM-C,PRI,C,1930000,Acetate
4,40 uM-C,PRI,D,1640000,Acetate
4,400 uM-C,ABM,A,111000,Acetate
4,400 uM-C,ABM,B,158000,Acetate
4,400 uM-C,ABM,C,92000,Acetate
4,400 uM-C,ABM,D,193000,Acetate
4,400 uM-C,ABM,E,111000,Acetate
4,400 uM-C,NOM,A,350000,Acetate
4,400 uM-C,NOM,B,790000,Acetate
4,400 uM-C,NOM,C,760000,Acetate
4,400 uM-C,NOM,D,710000,Acetate
4,400 uM-C,NOM,E,730000,Acetate
4,400 uM-C,LOM,A,9000000,Acetate
4,400 uM-C,LOM,B,14800000,Acetate
4,400 uM-C,LOM,D,13700000,Acetate
4,400 uM-C,LOM,E,12200000,Acetate
4,400 uM-C,composite,A,9350000,Acetate
4,400 uM-C,composite,B,15590000,Acetate
4,400 uM-C,composite,D,14410000,Acetate
4,400 uM-C,composite,E,12930000,Acetate
4,400 uM-C,PRI,A,23900000,Acetate
4,400 uM-C,PRI,B,19400000,Acetate
4,400 uM-C,PRI,C,20200000,Acetate
4,400 uM-C,PRI,D,18500000,Acetate
4,400 uM-C,PRI,E,19100000,Acetate
7,4 uM-C,ABM,A,90000,Acetate
7,4 uM-C,ABM,B,186000,Acetate
7,4 uM-C,ABM,C,114000,Acetate
7,4 uM-C,ABM,D,90000,Acetate
7,4 uM-C,ABM,E,254000,Acetate
7,4 uM-C,NOM,A,1010000,Acetate
7,4 uM-C,NOM,B,910000,Acetate
7,4 uM-C,NOM,C,810000,Acetate
7,4 uM-C,NOM,D,830000,Acetate
7,4 uM-C,NOM,E,790000,Acetate
7,4 uM-C,LOM,A,110000,Acetate
7,4 uM-C,LOM,B,440000,Acetate
7,4 uM-C,LOM,C,230000,Acetate
7,4 uM-C,LOM,D,110000,Acetate
7,4 uM-C,LOM,E,90000,Acetate
7,4 uM-C,composite,A,1120000,Acetate
7,4 uM-C,composite,B,1350000,Acetate
7,4 uM-C,composite,C,1040000,Acetate
7,4 uM-C,composite,D,940000,Acetate
7,4 uM-C,composite,E,880000,Acetate
7,4 uM-C,PRI,A,910000,Acetate
7,4 uM-C,PRI,B,840000,Acetate
7,4 uM-C,PRI,C,840000,Acetate
7,4 uM-C,PRI,D,770000,Acetate
7,4 uM-C,PRI,E,740000,Acetate
7,40 uM-C,ABM,A,90000,Acetate
7,40 uM-C,ABM,B,186000,Acetate
7,40 uM-C,ABM,C,114000,Acetate
7,40 uM-C,ABM,D,90000,Acetate
7,40 uM-C,ABM,E,254000,Acetate
7,40 uM-C,NOM,A,1010000,Acetate
7,40 uM-C,NOM,B,910000,Acetate
7,40 uM-C,NOM,C,810000,Acetate
7,40 uM-C,NOM,D,830000,Acetate
7,40 uM-C,NOM,E,790000,Acetate
7,40 uM-C,LOM,A,140000,Acetate
7,40 uM-C,LOM,B,410000,Acetate
7,40 uM-C,LOM,D,110000,Acetate
7,40 uM-C,LOM,E,60000,Acetate
7,40 uM-C,composite,A,1150000,Acetate
7,40 uM-C,composite,B,1320000,Acetate
7,40 uM-C,composite,D,940000,Acetate
7,40 uM-C,composite,E,850000,Acetate
7,40 uM-C,PRI,A,2100000,Acetate
7,40 uM-C,PRI,B,2500000,Acetate
7,40 uM-C,PRI,C,2300000,Acetate
7,40 uM-C,PRI,D,1800000,Acetate
7,40 uM-C,PRI,E,2900000,Acetate
7,400 uM-C,ABM,A,90000,Acetate
7,400 uM-C,ABM,B,186000,Acetate
7,400 uM-C,ABM,C,114000,Acetate
7,400 uM-C,ABM,D,90000,Acetate
7,400 uM-C,ABM,E,254000,Acetate
7,400 uM-C,NOM,A,1010000,Acetate
7,400 uM-C,NOM,B,910000,Acetate
7,400 uM-C,NOM,C,810000,Acetate
7,400 uM-C,NOM,D,830000,Acetate
7,400 uM-C,NOM,E,790000,Acetate
7,400 uM-C,LOM,A,4400000,Acetate
7,400 uM-C,LOM,B,6600000,Acetate
7,400 uM-C,LOM,C,7100000,Acetate
7,400 uM-C,LOM,D,13700000,Acetate
7,400 uM-C,LOM,E,9700000,Acetate
7,400 uM-C,composite,A,5410000,Acetate
7,400 uM-C,composite,B,7510000,Acetate
7,400 uM-C,composite,C,7910000,Acetate
7,400 uM-C,composite,D,14530000,Acetate
7,400 uM-C,composite,E,10490000,Acetate
7,400 uM-C,PRI,A,26600000,Acetate
7,400 uM-C,PRI,B,27300000,Acetate
7,400 uM-C,PRI,C,20000000,Acetate
7,400 uM-C,PRI,D,22200000,Acetate
7,400 uM-C,PRI,E,23700000,Acetate
10,4 uM-C,ABM,A,120000,Acetate
10,4 uM-C,ABM,B,179000,Acetate
10,4 uM-C,ABM,C,207000,Acetate
10,4 uM-C,ABM,D,158000,Acetate
10,4 uM-C,ABM,E,173000,Acetate
10,4 uM-C,NOM,A,870000,Acetate
10,4 uM-C,NOM,B,1260000,Acetate
10,4 uM-C,NOM,C,1150000,Acetate
10,4 uM-C,NOM,D,850000,Acetate
10,4 uM-C,NOM,E,710000,Acetate
10,4 uM-C,LOM,A,104000,Acetate
10,4 uM-C,LOM,B,262000,Acetate
10,4 uM-C,LOM,C,217000,Acetate
10,4 uM-C,LOM,D,155000,Acetate
10,4 uM-C,LOM,E,96000,Acetate
10,4 uM-C,composite,A,974000,Acetate
10,4 uM-C,composite,B,1522000,Acetate
10,4 uM-C,composite,C,1367000,Acetate
10,4 uM-C,composite,D,1005000,Acetate
10,4 uM-C,composite,E,806000,Acetate
10,4 uM-C,PRI,A,1210000,Acetate
10,4 uM-C,PRI,B,960000,Acetate
10,4 uM-C,PRI,C,1040000,Acetate
10,4 uM-C,PRI,D,1200000,Acetate
10,4 uM-C,PRI,E,860000,Acetate
10,40 uM-C,ABM,A,120000,Acetate
10,40 uM-C,ABM,B,179000,Acetate
10,40 uM-C,ABM,C,207000,Acetate
10,40 uM-C,ABM,D,158000,Acetate
10,40 uM-C,ABM,E,173000,Acetate
10,40 uM-C,NOM,A,870000,Acetate
10,40 uM-C,NOM,B,1260000,Acetate
10,40 uM-C,NOM,C,1150000,Acetate
10,40 uM-C,NOM,D,850000,Acetate
10,40 uM-C,NOM,E,710000,Acetate
10,40 uM-C,LOM,A,350000,Acetate
10,40 uM-C,LOM,B,170000,Acetate
10,40 uM-C,LOM,D,260000,Acetate
10,40 uM-C,LOM,E,120000,Acetate
10,40 uM-C,composite,A,1220000,Acetate
10,40 uM-C,composite,B,1430000,Acetate
10,40 uM-C,composite,D,1110000,Acetate
10,40 uM-C,composite,E,830000,Acetate
10,40 uM-C,PRI,A,1100000,Acetate
10,40 uM-C,PRI,B,1600000,Acetate
10,40 uM-C,PRI,C,1000000,Acetate
10,40 uM-C,PRI,D,1300000,Acetate
10,40 uM-C,PRI,E,1700000,Acetate
10,400 uM-C,ABM,A,120000,Acetate
10,400 uM-C,ABM,B,179000,Acetate
10,400 uM-C,ABM,C,207000,Acetate
10,400 uM-C,ABM,D,158000,Acetate
10,400 uM-C,ABM,E,173000,Acetate
10,400 uM-C,NOM,A,870000,Acetate
10,400 uM-C,NOM,B,1260000,Acetate
10,400 uM-C,NOM,C,1150000,Acetate
10,400 uM-C,NOM,D,850000,Acetate
10,400 uM-C,NOM,E,710000,Acetate
10,400 uM-C,LOM,A,4600000,Acetate
10,400 uM-C,LOM,B,6100000,Acetate
10,400 uM-C,LOM,C,5200000,Acetate
10,400 uM-C,LOM,D,5600000,Acetate
10,400 uM-C,LOM,E,2800000,Acetate
10,400 uM-C,composite,A,5470000,Acetate
10,400 uM-C,composite,B,7360000,Acetate
10,400 uM-C,composite,C,6350000,Acetate
10,400 uM-C,composite,D,6450000,Acetate
10,400 uM-C,composite,E,3510000,Acetate
10,400 uM-C,PRI,A,11000000,Acetate
10,400 uM-C,PRI,B,23000000,Acetate
10,400 uM-C,PRI,C,30000000,Acetate
10,400 uM-C,PRI,D,10000000,Acetate
10,400 uM-C,PRI,E,19000000,Acetate
14,4 uM-C,ABM,A,144000,Acetate
14,4 uM-C,ABM,B,347000,Acetate
14,4 uM-C,ABM,C,275000,Acetate
14,4 uM-C,ABM,D,307000,Acetate
14,4 uM-C,ABM,E,139000,Acetate
14,4 uM-C,NOM,A,1040000,Acetate
14,4 uM-C,NOM,B,2260000,Acetate
14,4 uM-C,NOM,C,1820000,Acetate
14,4 uM-C,NOM,D,1750000,Acetate
14,4 uM-C,NOM,E,1730000,Acetate
14,4 uM-C,LOM,A,266000,Acetate
14,4 uM-C,LOM,C,262000,Acetate
14,4 uM-C,LOM,D,163000,Acetate
14,4 uM-C,LOM,E,69000,Acetate
14,4 uM-C,composite,A,1306000,Acetate
14,4 uM-C,composite,C,2082000,Acetate
14,4 uM-C,composite,D,1913000,Acetate
14,4 uM-C,composite,E,1799000,Acetate
14,4 uM-C,PRI,A,2100000,Acetate
14,4 uM-C,PRI,B,1540000,Acetate
14,4 uM-C,PRI,C,1700000,Acetate
14,4 uM-C,PRI,D,1580000,Acetate
14,4 uM-C,PRI,E,1320000,Acetate
14,40 uM-C,ABM,A,144000,Acetate
14,40 uM-C,ABM,B,347000,Acetate
14,40 uM-C,ABM,C,275000,Acetate
14,40 uM-C,ABM,D,307000,Acetate
14,40 uM-C,ABM,E,139000,Acetate
14,40 uM-C,NOM,A,1040000,Acetate
14,40 uM-C,NOM,B,2260000,Acetate
14,40 uM-C,NOM,C,1820000,Acetate
14,40 uM-C,NOM,D,1750000,Acetate
14,40 uM-C,NOM,E,1730000,Acetate
14,40 uM-C,LOM,A,274000,Acetate
14,40 uM-C,LOM,B,224000,Acetate
14,40 uM-C,LOM,D,261000,Acetate
14,40 uM-C,LOM,E,204000,Acetate
14,40 uM-C,composite,A,1314000,Acetate
14,40 uM-C,composite,B,2484000,Acetate
14,40 uM-C,composite,D,2011000,Acetate
14,40 uM-C,composite,E,1934000,Acetate
14,40 uM-C,PRI,A,1420000,Acetate
14,40 uM-C,PRI,B,1070000,Acetate
14,40 uM-C,PRI,C,1150000,Acetate
14,40 uM-C,PRI,D,1600000,Acetate
14,40 uM-C,PRI,E,1200000,Acetate
14,400 uM-C,ABM,A,144000,Acetate
14,400 uM-C,ABM,B,347000,Acetate
14,400 uM-C,ABM,C,275000,Acetate
14,400 uM-C,ABM,D,307000,Acetate
14,400 uM-C,ABM,E,139000,Acetate
14,400 uM-C,NOM,A,1040000,Acetate
14,400 uM-C,NOM,B,2260000,Acetate
14,400 uM-C,NOM,C,1820000,Acetate
14,400 uM-C,NOM,D,1750000,Acetate
14,400 uM-C,NOM,E,1730000,Acetate
14,400 uM-C,LOM,A,1600000,Acetate
14,400 uM-C,LOM,B,1800000,Acetate
14,400 uM-C,LOM,C,2800000,Acetate
14,400 uM-C,LOM,D,1800000,Acetate
14,400 uM-C,composite,A,2640000,Acetate
14,400 uM-C,composite,B,4060000,Acetate
14,400 uM-C,composite,C,4620000,Acetate
14,400 uM-C,composite,D,3550000,Acetate
14,400 uM-C,PRI,A,3900000,Acetate
14,400 uM-C,PRI,B,8100000,Acetate
14,400 uM-C,PRI,C,7800000,Acetate
14,400 uM-C,PRI,D,7000000,Acetate
14,400 uM-C,PRI,E,10200000,Acetate
