Day,Concentration,Treatment,Rep,Count,Carbon
0,400 uM-C,NOM,D,13800,Coumarate
0,400 uM-C,NOM,E,12900,Coumarate
0,400 uM-C,composite,A,27700,Coumarate
0,400 uM-C,composite,B,24800,Coumarate
0,400 uM-C,composite,C,42300,Coumarate
0,400 uM-C,composite,D,25500,Coumarate
0,400 uM-C,composite,E,28400,Coumarate
0,400 uM-C,PRI,A,10200,Coumarate
0,400 uM-C,PRI,B,8620,Coumarate
0,400 uM-C,PRI,C,10200,Coumarate
0,400 uM-C,PRI,D,13200,Coumarate
0,400 uM-C,PRI,E,10100,Coumarate
1,4 uM-C,ABM,A,280000,Coumarate
1,4 uM-C,ABM,B,130000,Coumarate
1,4 uM-C,ABM,C,70000,Coumarate
1,4 uM-C,ABM,D,350000,Coumarate
1,4 uM-C,ABM,E,820000,Coumarate
1,4 uM-C,LOM,A,55000,Coumarate
1,4 uM-C,LOM,B,116000,Coumarate
1,4 uM-C,LOM,C,104000,Coumarate
1,4 uM-C,LOM,D,166000,Coumarate
1,4 uM-C,LOM,E,98000,Coumarate
1,4 uM-C,NOM,A,560000,Coumarate
1,4 uM-C,NOM,B,400000,Coumarate
1,4 uM-C,NOM,C,570000,Coumarate
1,4 uM-C,NOM,D,510000,Coumarate
1,4 uM-C,NOM,E,280000,Coumarate
1,4 uM-C,composite,A,615000,Coumarate
1,4 uM-C,composite,B,516000,Coumarate
1,4 uM-C,composite,C,674000,Coumarate
1,4 uM-C,composite,D,676000,Coumarate
1,4 uM-C,composite,E,378000,Coumarate
1,4 uM-C,PRI,A,260000,Coumarate
1,4 uM-C,PRI,B,197000,Coumarate
1,4 uM-C,PRI,C,175000,Coumarate
1,4 uM-C,PRI,D,213000,Coumarate
1,4 uM-C,PRI,E,446000,Coumarate
1,40 uM-C,ABM,A,280000,Coumarate
1,40 uM-C,ABM,B,130000,Coumarate
1,40 uM-C,ABM,C,70000,Coumarate
1,40 uM-C,ABM,D,350000,Coumarate
1,40 uM-C,ABM,E,820000,Coumarate
1,40 uM-C,LOM,A,440000,Coumarate
1,40 uM-C,LOM,B,60000,Coumarate
1,40 uM-C,LOM,C,1680000,Coumarate
1,40 uM-C,LOM,D,170000,Coumarate
1,40 uM-C,LOM,E,740000,Coumarate
1,40 uM-C,NOM,A,560000,Coumarate
1,40 uM-C,NOM,B,400000,Coumarate
1,40 uM-C,NOM,C,570000,Coumarate
1,40 uM-C,NOM,D,510000,Coumarate
1,40 uM-C,NOM,E,280000,Coumarate
1,40 uM-C,composite,A,1000000,Coumarate
1,40 uM-C,composite,B,460000,Coumarate
1,40 uM-C,composite,C,2250000,Coumarate
1,40 uM-C,composite,D,680000,Coumarate
1,40 uM-C,composite,E,1020000,Coumarate
1,40 uM-C,PRI,A,1500000,Coumarate
1,40 uM-C,PRI,B,940000,Coumarate
1,40 uM-C,PRI,C,1580000,Coumarate
1,40 uM-C,PRI,D,1150000,Coumarate
1,40 uM-C,PRI,E,1270000,Coumarate
1,400 uM-C,ABM,A,280000,Coumarate
1,400 uM-C,ABM,B,130000,Coumarate
1,400 uM-C,ABM,C,70000,Coumarate
1,400 uM-C,ABM,D,350000,Coumarate
1,400 uM-C,ABM,E,820000,Coumarate
1,400 uM-C,LOM,A,18000000,Coumarate
1,400 uM-C,LOM,B,8000000,Coumarate
1,400 uM-C,LOM,C,7000000,Coumarate
1,400 uM-C,LOM,D,11000000,Coumarate
1,400 uM-C,LOM,E,2000000,Coumarate
1,400 uM-C,NOM,A,560000,Coumarate
1,400 uM-C,NOM,B,400000,Coumarate
1,400 uM-C,NOM,C,570000,Coumarate
1,400 uM-C,NOM,D,510000,Coumarate
1,400 uM-C,NOM,E,280000,Coumarate
1,400 uM-C,composite,A,18560000,Coumarate
1,400 uM-C,composite,B,8400000,Coumarate
1,400 uM-C,composite,C,7570000,Coumarate
1,400 uM-C,composite,D,11510000,Coumarate
1,400 uM-C,composite,E,2280000,Coumarate
1,400 uM-C,PRI,A,6000000,Coumarate
1,400 uM-C,PRI,B,17000000,Coumarate
1,400 uM-C,PRI,C,6000000,Coumarate
1,400 uM-C,PRI,D,4000000,Coumarate
1,400 uM-C,PRI,E,8000000,Coumarate
2,4 uM-C,ABM,A,68000,Coumarate
2,4 uM-C,ABM,B,180000,Coumarate
2,4 uM-C,ABM,C,50000,Coumarate
2,4 uM-C,ABM,D,182000,Coumarate
2,4 uM-C,ABM,E,134000,Coumarate
2,4 uM-C,LOM,A,197000,Coumarate
2,4 uM-C,LOM,B,214000,Coumarate
2,4 uM-C,LOM,C,141000,Coumarate
2,4 uM-C,LOM,D,146000,Coumarate
2,4 uM-C,LOM,E,416000,Coumarate
2,4 uM-C,NOM,A,167000,Coumarate
2,4 uM-C,NOM,B,177000,Coumarate
2,4 uM-C,NOM,C,175000,Coumarate
2,4 uM-C,NOM,D,261000,Coumarate
2,4 uM-C,NOM,E,340000,Coumarate
2,4 uM-C,composite,A,364000,Coumarate
2,4 uM-C,composite,B,391000,Coumarate
2,4 uM-C,composite,C,316000,Coumarate
2,4 uM-C,composite,D,407000,Coumarate
2,4 uM-C,composite,E,756000,Coumarate
2,4 uM-C,PRI,A,240000,Coumarate
2,4 uM-C,PRI,B,201000,Coumarate
2,4 uM-C,PRI,C,253000,Coumarate
2,4 uM-C,PRI,D,220000,Coumarate
2,4 uM-C,PRI,E,200000,Coumarate
2,40 uM-C,ABM,A,68000,Coumarate
2,40 uM-C,ABM,B,180000,Coumarate
2,40 uM-C,ABM,C,50000,Coumarate
2,40 uM-C,ABM,D,182000,Coumarate
2,40 uM-C,ABM,E,134000,Coumarate
2,40 uM-C,LOM,B,75000,Coumarate
2,40 uM-C,LOM,C,181000,Coumarate
2,40 uM-C,LOM,D,402000,Coumarate
2,40 uM-C,LOM,E,377000,Coumarate
2,40 uM-C,NOM,A,167000,Coumarate
2,40 uM-C,NOM,B,177000,Coumarate
2,40 uM-C,NOM,C,175000,Coumarate
2,40 uM-C,NOM,D,261000,Coumarate
2,40 uM-C,NOM,E,340000,Coumarate
2,40 uM-C,composite,B,252000,Coumarate
2,40 uM-C,composite,C,356000,Coumarate
2,40 uM-C,composite,D,663000,Coumarate
2,40 uM-C,composite,E,717000,Coumarate
2,40 uM-C,PRI,A,340000,Coumarate
2,40 uM-C,PRI,B,410000,Coumarate
2,40 uM-C,PRI,C,410000,Coumarate
2,40 uM-C,PRI,D,340000,Coumarate
2,40 uM-C,PRI,E,30000,Coumarate
2,400 uM-C,ABM,A,68000,Coumarate
2,400 uM-C,ABM,B,180000,Coumarate
2,400 uM-C,ABM,C,50000,Coumarate
2,400 uM-C,ABM,D,182000,Coumarate
2,400 uM-C,ABM,E,134000,Coumarate
2,400 uM-C,LOM,A,2700000,Coumarate
2,400 uM-C,LOM,B,6600000,Coumarate
2,400 uM-C,LOM,C,4400000,Coumarate
2,400 uM-C,LOM,D,11600000,Coumarate
2,400 uM-C,LOM,E,8600000,Coumarate
2,400 uM-C,NOM,A,167000,Coumarate
2,400 uM-C,NOM,B,177000,Coumarate
2,400 uM-C,NOM,C,175000,Coumarate
2,400 uM-C,NOM,D,261000,Coumarate
2,400 uM-C,NOM,E,340000,Coumarate
2,400 uM-C,composite,A,2867000,Coumarate
2,400 uM-C,composite,B,6777000,Coumarate
2,400 uM-C,composite,C,4575000,Coumarate
2,400 uM-C,composite,D,11861000,Coumarate
2,400 uM-C,composite,E,8940000,Coumarate
2,400 uM-C,PRI,A,13800000,Coumarate
2,400 uM-C,PRI,B,7400000,Coumarate
2,400 uM-C,PRI,C,16500000,Coumarate
2,400 uM-C,PRI,D,10600000,Coumarate
2,400 uM-C,PRI,E,11700000,Coumarate
4,4 uM-C,ABM,A,720000,Coumarate
4,4 uM-C,ABM,B,910000,Coumarate
4,4 uM-C,ABM,C,560000,Coumarate
4,4 uM-C,ABM,D,810000,Coumarate
4,4 uM-C,ABM,E,630000,Coumarate
4,4 uM-C,LOM,A,1400000,Coumarate
4,4 uM-C,LOM,B,1560000,Coumarate
4,4 uM-C,LOM,C,1110000,Coumarate
4,4 uM-C,LOM,D,930000,Coumarate
4,4 uM-C,LOM,E,1530000,Coumarate
4,4 uM-C,NOM,A,2000000,Coumarate
4,4 uM-C,NOM,B,1300000,Coumarate
4,4 uM-C,NOM,C,700000,Coumarate
4,4 uM-C,NOM,D,1500000,Coumarate
4,4 uM-C,NOM,E,900000,Coumarate
4,4 uM-C,composite,A,3400000,Coumarate
4,4 uM-C,composite,B,2860000,Coumarate
4,4 uM-C,composite,C,1810000,Coumarate
4,4 uM-C,composite,D,2430000,Coumarate
4,4 uM-C,composite,E,2430000,Coumarate
4,4 uM-C,PRI,A,1450000,Coumarate
4,4 uM-C,PRI,B,1120000,Coumarate
4,4 uM-C,PRI,C,870000,Coumarate
4,4 uM-C,PRI,D,880000,Coumarate
4,4 uM-C,PRI,E,1340000,Coumarate
4,40 uM-C,ABM,A,720000,Coumarate
4,40 uM-C,ABM,B,910000,Coumarate
4,40 uM-C,ABM,C,560000,Coumarate
4,40 uM-C,ABM,D,810000,Coumarate
4,40 uM-C,ABM,E,630000,Coumarate
4,40 uM-C,LOM,A,1420000,Coumarate
4,40 uM-C,LOM,B,650000,Coumarate
4,40 uM-C,LOM,C,940000,Coumarate
4,40 uM-C,LOM,D,1480000,Coumarate
4,40 uM-C,LOM,E,1920000,Coumarate
4,40 uM-C,NOM,A,2000000,Coumarate
4,40 uM-C,NOM,B,1300000,Coumarate
4,40 uM-C,NOM,C,700000,Coumarate
4,40 uM-C,NOM,D,1500000,Coumarate
4,40 uM-C,NOM,E,900000,Coumarate
4,40 uM-C,composite,A,3420000,Coumarate
4,40 uM-C,composite,B,1950000,Coumarate
4,40 uM-C,composite,C,1640000,Coumarate
4,40 uM-C,composite,D,2980000,Coumarate
4,40 uM-C,composite,E,2820000,Coumarate
4,40 uM-C,PRI,A,1500000,Coumarate
4,40 uM-C,PRI,B,2210000,Coumarate
4,40 uM-C,PRI,C,1110000,Coumarate
4,40 uM-C,PRI,D,1580000,Coumarate
4,40 uM-C,PRI,E,1680000,Coumarate
4,400 uM-C,ABM,A,720000,Coumarate
4,400 uM-C,ABM,B,910000,Coumarate
4,400 uM-C,ABM,C,560000,Coumarate
4,400 uM-C,ABM,D,810000,Coumarate
4,400 uM-C,ABM,E,630000,Coumarate
4,400 uM-C,LOM,A,5900000,Coumarate
4,400 uM-C,LOM,B,3500000,Coumarate
4,400 uM-C,LOM,C,1900000,Coumarate
4,400 uM-C,LOM,D,3700000,Coumarate
4,400 uM-C,LOM,E,2300000,Coumarate
4,400 uM-C,NOM,A,2000000,Coumarate
4,400 uM-C,NOM,B,1300000,Coumarate
4,400 uM-C,NOM,C,700000,Coumarate
4,400 uM-C,NOM,D,1500000,Coumarate
4,400 uM-C,NOM,E,900000,Coumarate
4,400 uM-C,composite,A,7900000,Coumarate
4,400 uM-C,composite,B,4800000,Coumarate
4,400 uM-C,composite,C,2600000,Coumarate
4,400 uM-C,composite,D,5200000,Coumarate
4,400 uM-C,composite,E,3200000,Coumarate
4,400 uM-C,PRI,A,8100000,Coumarate
4,400 uM-C,PRI,B,4500000,Coumarate
4,400 uM-C,PRI,C,3900000,Coumarate
4,400 uM-C,PRI,D,3200000,Coumarate
4,400 uM-C,PRI,E,2400000,Coumarate
7,4 uM-C,ABM,A,1330000,Coumarate
7,4 uM-C,ABM,B,630000,Coumarate
7,4 uM-C,ABM,C,520000,Coumarate
7,4 uM-C,ABM,D,900000,Coumarate
7,4 uM-C,ABM,E,310000,Coumarate
7,4 uM-C,LOM,A,310000,Coumarate
7,4 uM-C,LOM,B,1320000,Coumarate
7,4 uM-C,LOM,C,1050000,Coumarate
7,4 uM-C,LOM,D,670000,Coumarate
7,4 uM-C,LOM,E,1050000,Coumarate
7,4 uM-C,NOM,A,1120000,Coumarate
7,4 uM-C,NOM,B,1410000,Coumarate
7,4 uM-C,NOM,C,810000,Coumarate
7,4 uM-C,NOM,D,1280000,Coumarate
7,4 uM-C,NOM,E,1480000,Coumarate
7,4 uM-C,composite,A,1430000,Coumarate
7,4 uM-C,composite,B,2730000,Coumarate
7,4 uM-C,composite,C,1860000,Coumarate
7,4 uM-C,composite,D,1950000,Coumarate
7,4 uM-C,composite,E,2530000,Coumarate
7,4 uM-C,PRI,A,1800000,Coumarate
7,4 uM-C,PRI,B,1700000,Coumarate
7,4 uM-C,PRI,C,900000,Coumarate
7,4 uM-C,PRI,D,1500000,Coumarate
7,4 uM-C,PRI,E,1400000,Coumarate
7,40 uM-C,ABM,A,1330000,Coumarate
7,40 uM-C,ABM,B,630000,Coumarate
7,40 uM-C,ABM,C,520000,Coumarate
7,40 uM-C,ABM,D,900000,Coumarate
7,40 uM-C,ABM,E,310000,Coumarate
7,40 uM-C,LOM,A,280000,Coumarate
7,40 uM-C,LOM,B,1170000,Coumarate
7,40 uM-C,LOM,C,560000,Coumarate
7,40 uM-C,LOM,D,570000,Coumarate
7,40 uM-C,LOM,E,940000,Coumarate
7,40 uM-C,NOM,A,1120000,Coumarate
7,40 uM-C,NOM,B,1410000,Coumarate
7,40 uM-C,NOM,C,810000,Coumarate
7,40 uM-C,NOM,D,1280000,Coumarate
7,40 uM-C,NOM,E,1480000,Coumarate
7,40 uM-C,composite,A,1400000,Coumarate
7,40 uM-C,composite,B,2580000,Coumarate
7,40 uM-C,composite,C,1370000,Coumarate
7,40 uM-C,composite,D,1850000,Coumarate
7,40 uM-C,composite,E,2420000,Coumarate
7,40 uM-C,PRI,A,970000,Coumarate
7,40 uM-C,PRI,B,1300000,Coumarate
7,40 uM-C,PRI,C,980000,Coumarate
7,40 uM-C,PRI,D,780000,Coumarate
7,40 uM-C,PRI,E,1080000,Coumarate
7,400 uM-C,ABM,A,1330000,Coumarate
7,400 uM-C,ABM,B,630000,Coumarate
7,400 uM-C,ABM,C,520000,Coumarate
7,400 uM-C,ABM,D,900000,Coumarate
7,400 uM-C,ABM,E,310000,Coumarate
7,400 uM-C,LOM,A,1060000,Coumarate
7,400 uM-C,LOM,B,3320000,Coumarate
7,400 uM-C,LOM,C,2160000,Coumarate
7,400 uM-C,LOM,D,4170000,Coumarate
7,400 uM-C,LOM,E,1940000,Coumarate
7,400 uM-C,NOM,A,1120000,Coumarate
7,400 uM-C,NOM,B,1410000,Coumarate
7,400 uM-C,NOM,C,810000,Coumarate
7,400 uM-C,NOM,D,1280000,Coumarate
7,400 uM-C,NOM,E,1480000,Coumarate
7,400 uM-C,composite,A,2180000,Coumarate
7,400 uM-C,composite,B,4730000,Coumarate
7,400 uM-C,composite,C,2970000,Coumarate
7,400 uM-C,composite,D,5450000,Coumarate
7,400 uM-C,composite,E,3420000,Coumarate
7,400 uM-C,PRI,A,1800000,Coumarate
7,400 uM-C,PRI,B,1400000,Coumarate
7,400 uM-C,PRI,C,4200000,Coumarate
7,400 uM-C,PRI,D,2100000,Coumarate
7,400 uM-C,PRI,E,2500000,Coumarate
10,4 uM-C,ABM,A,290000,Coumarate
10,4 uM-C,ABM,B,270000,Coumarate
10,4 uM-C,ABM,C,80000,Coumarate
10,4 uM-C,ABM,D,240000,Coumarate
10,4 uM-C,ABM,E,260000,Coumarate
10,4 uM-C,LOM,A,510000,Coumarate
10,4 uM-C,LOM,B,1390000,Coumarate
10,4 uM-C,LOM,C,390000,Coumarate
10,4 uM-C,LOM,D,300000,Coumarate
10,4 uM-C,LOM,E,280000,Coumarate
10,4 uM-C,NOM,A,900000,Coumarate
10,4 uM-C,NOM,B,280000,Coumarate
10,4 uM-C,NOM,C,730000,Coumarate
10,4 uM-C,NOM,D,620000,Coumarate
10,4 uM-C,NOM,E,1950000,Coumarate
10,4 uM-C,composite,A,1410000,Coumarate
10,4 uM-C,composite,B,1670000,Coumarate
10,4 uM-C,composite,C,1120000,Coumarate
10,4 uM-C,composite,D,920000,Coumarate
10,4 uM-C,composite,E,2230000,Coumarate
10,4 uM-C,PRI,A,160000,Coumarate
10,4 uM-C,PRI,B,920000,Coumarate
10,4 uM-C,PRI,C,640000,Coumarate
10,4 uM-C,PRI,E,320000,Coumarate
10,40 uM-C,ABM,A,290000,Coumarate
10,40 uM-C,ABM,B,270000,Coumarate
10,40 uM-C,ABM,C,80000,Coumarate
10,40 uM-C,ABM,D,240000,Coumarate
10,40 uM-C,ABM,E,260000,Coumarate
10,40 uM-C,LOM,A,180000,Coumarate
10,40 uM-C,LOM,B,980000,Coumarate
10,40 uM-C,LOM,C,100000,Coumarate
10,40 uM-C,LOM,D,160000,Coumarate
10,40 uM-C,LOM,E,960000,Coumarate
10,40 uM-C,NOM,A,900000,Coumarate
10,40 uM-C,NOM,B,280000,Coumarate
10,40 uM-C,NOM,C,730000,Coumarate
10,40 uM-C,NOM,D,620000,Coumarate
10,40 uM-C,NOM,E,1950000,Coumarate
10,40 uM-C,composite,A,1080000,Coumarate
10,40 uM-C,composite,B,1260000,Coumarate
10,40 uM-C,composite,C,830000,Coumarate
10,40 uM-C,composite,D,780000,Coumarate
10,40 uM-C,composite,E,2910000,Coumarate
10,40 uM-C,PRI,B,390000,Coumarate
10,40 uM-C,PRI,C,1710000,Coumarate
10,40 uM-C,PRI,D,1370000,Coumarate
10,40 uM-C,PRI,E,1260000,Coumarate
10,400 uM-C,ABM,A,290000,Coumarate
10,400 uM-C,ABM,B,270000,Coumarate
10,400 uM-C,ABM,C,80000,Coumarate
10,400 uM-C,ABM,D,240000,Coumarate
10,400 uM-C,ABM,E,260000,Coumarate
10,400 uM-C,LOM,A,900000,Coumarate
10,400 uM-C,LOM,B,3800000,Coumarate
10,400 uM-C,LOM,C,6600000,Coumarate
10,400 uM-C,LOM,D,6400000,Coumarate
10,400 uM-C,LOM,E,1800000,Coumarate
10,400 uM-C,NOM,A,900000,Coumarate
10,400 uM-C,NOM,B,280000,Coumarate
10,400 uM-C,NOM,C,730000,Coumarate
10,400 uM-C,NOM,D,620000,Coumarate
10,400 uM-C,NOM,E,1950000,Coumarate
10,400 uM-C,composite,A,1800000,Coumarate
10,400 uM-C,composite,B,4080000,Coumarate
10,400 uM-C,composite,C,7330000,Coumarate
10,400 uM-C,composite,D,7020000,Coumarate
10,400 uM-C,composite,E,3750000,Coumarate
10,400 uM-C,PRI,A,5000000,Coumarate
10,400 uM-C,PRI,B,3300000,Coumarate
10,400 uM-C,PRI,C,6200000,Coumarate
10,400 uM-C,PRI,D,1600000,Coumarate
10,400 uM-C,PRI,E,2300000,Coumarate
14,4 uM-C,ABM,A,312000,Coumarate
14,4 uM-C,ABM,B,275000,Coumarate
14,4 uM-C,ABM,D,267000,Coumarate
14,4 uM-C,ABM,E,274000,Coumarate
14,4 uM-C,LOM,B,410000,Coumarate
14,4 uM-C,LOM,C,329000,Coumarate
14,4 uM-C,LOM,D,417000,Coumarate
14,4 uM-C,LOM,E,520000,Coumarate
14,4 uM-C,NOM,B,720000,Coumarate
14,4 uM-C,NOM,C,630000,Coumarate
14,4 uM-C,NOM,D,920000,Coumarate
14,4 uM-C,NOM,E,1420000,Coumarate
14,4 uM-C,composite,B,1130000,Coumarate
14,4 uM-C,composite,C,959000,Coumarate
14,4 uM-C,composite,D,1337000,Coumarate
14,4 uM-C,composite,E,1940000,Coumarate
14,4 uM-C,PRI,A,700000,Coumarate
14,4 uM-C,PRI,B,760000,Coumarate
14,4 uM-C,PRI,C,410000,Coumarate
14,4 uM-C,PRI,D,620000,Coumarate
14,4 uM-C,PRI,E,740000,Coumarate
14,40 uM-C,ABM,A,312000,Coumarate
14,40 uM-C,ABM,B,275000,Coumarate
14,40 uM-C,ABM,D,267000,Coumarate
14,40 uM-C,ABM,E,274000,Coumarate
14,40 uM-C,LOM,A,410000,Coumarate
14,40 uM-C,LOM,B,750000,Coumarate
14,40 uM-C,LOM,C,930000,Coumarate
14,40 uM-C,LOM,D,630000,Coumarate
14,40 uM-C,LOM,E,1120000,Coumarate
14,40 uM-C,NOM,B,720000,Coumarate
14,40 uM-C,NOM,C,630000,Coumarate
14,40 uM-C,NOM,D,920000,Coumarate
14,40 uM-C,NOM,E,1420000,Coumarate
14,40 uM-C,composite,B,1470000,Coumarate
14,40 uM-C,composite,C,1560000,Coumarate
14,40 uM-C,composite,D,1550000,Coumarate
14,40 uM-C,composite,E,2540000,Coumarate
14,40 uM-C,PRI,A,1380000,Coumarate
14,40 uM-C,PRI,B,1360000,Coumarate
14,40 uM-C,PRI,C,2140000,Coumarate
14,40 uM-C,PRI,D,1470000,Coumarate
14,40 uM-C,PRI,E,1580000,Coumarate
14,400 uM-C,ABM,A,312000,Coumarate
14,400 uM-C,ABM,B,275000,Coumarate
14,400 uM-C,ABM,D,267000,Coumarate
14,400 uM-C,ABM,E,274000,Coumarate
14,400 uM-C,LOM,A,3000000,Coumarate
14,400 uM-C,LOM,B,5600000,Coumarate
14,400 uM-C,LOM,C,2300000,Coumarate
14,400 uM-C,LOM,D,2600000,Coumarate
14,400 uM-C,LOM,E,3700000,Coumarate
14,400 uM-C,NOM,B,720000,Coumarate
14,400 uM-C,NOM,C,630000,Coumarate
14,400 uM-C,NOM,D,920000,Coumarate
14,400 uM-C,NOM,E,1420000,Coumarate
14,400 uM-C,composite,B,6320000,Coumarate
14,400 uM-C,composite,C,2930000,Coumarate
14,400 uM-C,composite,D,3520000,Coumarate
14,400 uM-C,composite,E,5120000,Coumarate
14,400 uM-C,PRI,A,3700000,Coumarate
14,400 uM-C,PRI,B,6200000,Coumarate
14,400 uM-C,PRI,C,11900000,Coumarate
14,400 uM-C,PRI,D,5300000,Coumarate
14,400 uM-C,PRI,E,5700000,Coumarate
0,1 uM-C,LOM,A,7900,Acetate
0,1 uM-C,LOM,B,9800,Acetate
0,1 uM-C,LOM,C,22600,Acetate
0,1 uM-C,LOM,D,17700,Acetate
0,1 uM-C,LOM,E,29200,Acetate
0,1 uM-C,PRI,A,23700,Acetate
0,1 uM-C,PRI,B,20400,Acetate
0,1 uM-C,PRI,C,14400,Acetate
0,1 uM-C,PRI,D,11100,Acetate
0,1 uM-C,PRI,E,14000,Acetate
0,1 uM-C,NOM,A,20200,Acetate
0,1 uM-C,NOM,B,27000,Acetate
0,1 uM-C,NOM,C,30200,Acetate
0,1 uM-C,NOM,D,18700,Acetate
0,1 uM-C,composite,A,28100,Acetate
0,1 uM-C,composite,B,36800,Acetate
0,1 uM-C,composite,C,52800,Acetate
0,1 uM-C,composite,D,36400,Acetate
0,1 uM-C,ABM,A,11300,Acetate
0,1 uM-C,ABM,B,11800,Acetate
0,1 uM-C,ABM,C,19800,Acetate
0,1 uM-C,ABM,D,21500,Acetate
0,1 uM-C,ABM,E,20200,Acetate
0,1 uM-C,LOM,A,8900,Coumarate
0,1 uM-C,LOM,B,13900,Coumarate
0,1 uM-C,LOM,C,22800,Coumarate
0,1 uM-C,LOM,D,32400,Coumarate
0,1 uM-C,LOM,E,24000,Coumarate
0,1 uM-C,PRI,A,30000,Coumarate
0,1 uM-C,PRI,B,29400,Coumarate
0,1 uM-C,PRI,C,32500,Coumarate
0,1 uM-C,PRI,D,29200,Coumarate
0,1 uM-C,PRI,E,24800,Coumarate
0,1 uM-C,NOM,A,20200,Coumarate
0,1 uM-C,NOM,B,27000,Coumarate
0,1 uM-C,NOM,C,30200,Coumarate
0,1 uM-C,NOM,D,18700,Coumarate
0,1 uM-C,composite,A,29100,Coumarate
0,1 uM-C,composite,B,40900,Coumarate
0,1 uM-C,composite,C,53000,Coumarate
0,1 uM-C,composite,D,51100,Coumarate
0,1 uM-C,ABM,A,11300,Coumarate
0,1 uM-C,ABM,B,11800,Coumarate
0,1 uM-C,ABM,C,19800,Coumarate
0,1 uM-C,ABM,D,21500,Coumarate
0,1 uM-C,ABM,E,20200,Coumarate
0,1 uM-C,LOM,A,8600,Casamino Acids
0,1 uM-C,LOM,B,10400,Casamino Acids
0,1 uM-C,LOM,C,21400,Casamino Acids
0,1 uM-C,LOM,D,24000,Casamino Acids
0,1 uM-C,LOM,E,20400,Casamino Acids
0,1 uM-C,PRI,B,23400,Casamino Acids
0,1 uM-C,PRI,C,16000,Casamino Acids
0,1 uM-C,PRI,D,20000,Casamino Acids
0,1 uM-C,PRI,E,21700,Casamino Acids
0,1 uM-C,NOM,A,20200,Casamino Acids
0,1 uM-C,NOM,B,27000,Casamino Acids
0,1 uM-C,NOM,C,30200,Casamino Acids
0,1 uM-C,NOM,D,18700,Casamino Acids
0,1 uM-C,composite,A,28800,Casamino Acids
0,1 uM-C,composite,B,37400,Casamino Acids
0,1 uM-C,composite,C,51600,Casamino Acids
0,1 uM-C,composite,D,42700,Casamino Acids
0,1 uM-C,ABM,A,11300,Casamino Acids
0,1 uM-C,ABM,B,11800,Casamino Acids
0,1 uM-C,ABM,C,19800,Casamino Acids
0,1 uM-C,ABM,D,21500,Casamino Acids
0,1 uM-C,ABM,E,20200,Casamino Acids
0,1 uM-C,LOM,A,24500,Tryptone
0,1 uM-C,LOM,B,19000,Tryptone
0,1 uM-C,LOM,C,14800,Tryptone
0,1 uM-C,LOM,D,22200,Tryptone
0,1 uM-C,LOM,E,17200,Tryptone
0,1 uM-C,PRI,A,14000,Tryptone
0,1 uM-C,PRI,B,23000,Tryptone
0,1 uM-C,PRI,D,16000,Tryptone
0,1 uM-C,PRI,E,19200,Tryptone
0,1 uM-C,NOM,A,20200,Tryptone
0,1 uM-C,NOM,B,27000,Tryptone
0,1 uM-C,NOM,C,30200,Tryptone
0,1 uM-C,NOM,D,18700,Tryptone
0,1 uM-C,composite,A,44700,Tryptone
0,1 uM-C,composite,B,46000,Tryptone
0,1 uM-C,composite,C,45000,Tryptone
0,1 uM-C,composite,D,40900,Tryptone
0,1 uM-C,ABM,A,11300,Tryptone
0,1 uM-C,ABM,B,11800,Tryptone
0,1 uM-C,ABM,C,19800,Tryptone
0,1 uM-C,ABM,D,21500,Tryptone
0,1 uM-C,ABM,E,20200,Tryptone
1,1 uM-C,LOM,A,10000,Acetate
1,1 uM-C,LOM,B,150000,Acetate
1,1 uM-C,LOM,C,180000,Acetate
1,1 uM-C,LOM,D,80000,Acetate
1,1 uM-C,LOM,E,90000,Acetate
1,1 uM-C,PRI,A,80000,Acetate
1,1 uM-C,PRI,B,130000,Acetate
1,1 uM-C,PRI,C,130000,Acetate
1,1 uM-C,PRI,D,200000,Acetate
1,1 uM-C,PRI,E,180000,Acetate
1,1 uM-C,NOM,A,340000,Acetate
1,1 uM-C,NOM,B,330000,Acetate
1,1 uM-C,NOM,C,100000,Acetate
1,1 uM-C,NOM,D,380000,Acetate
1,1 uM-C,NOM,E,70000,Acetate
1,1 uM-C,composite,A,350000,Acetate
1,1 uM-C,composite,B,480000,Acetate
1,1 uM-C,composite,C,280000,Acetate
1,1 uM-C,composite,D,460000,Acetate
1,1 uM-C,composite,E,160000,Acetate
1,1 uM-C,ABM,A,30000,Acetate
1,1 uM-C,ABM,B,50000,Acetate
1,1 uM-C,ABM,C,340000,Acetate
1,1 uM-C,ABM,D,350000,Acetate
1,1 uM-C,ABM,E,70000,Acetate
1,1 uM-C,LOM,A,40000,Coumarate
1,1 uM-C,LOM,B,50000,Coumarate
1,1 uM-C,LOM,C,50000,Coumarate
1,1 uM-C,LOM,D,180000,Coumarate
1,1 uM-C,LOM,E,120000,Coumarate
1,1 uM-C,PRI,A,100000,Coumarate
1,1 uM-C,PRI,B,240000,Coumarate
1,1 uM-C,PRI,C,310000,Coumarate
1,1 uM-C,PRI,D,330000,Coumarate
1,1 uM-C,PRI,E,260000,Coumarate
1,1 uM-C,NOM,A,340000,Coumarate
1,1 uM-C,NOM,B,330000,Coumarate
1,1 uM-C,NOM,C,100000,Coumarate
1,1 uM-C,NOM,D,380000,Coumarate
1,1 uM-C,NOM,E,70000,Coumarate
1,1 uM-C,composite,A,380000,Coumarate
